timestamp_utc,settlement_date,settlement_period,imbalance_price
2022-02-25T14:00:00Z,2022-02-25,29,138.1
2022-02-25T14:30:00Z,2022-02-25,30,138.1
2022-02-25T15:00:00Z,2022-02-25,31,138.0
2022-02-25T15:30:00Z,2022-02-25,32,138.0
2022-02-25T16:00:00Z,2022-02-25,33,138.1
2022-02-25T16:30:00Z,2022-02-25,34,138.0
2022-02-25T17:00:00Z,2022-02-25,35,139.5
2022-02-25T17:30:00Z,2022-02-25,36,139.5
2022-02-25T18:00:00Z,2022-02-25,37,279.0
2022-02-25T18:30:00Z,2022-02-25,38,279.0
2022-02-25T19:00:00Z,2022-02-25,39,279.0
2022-02-25T19:30:00Z,2022-02-25,40,76.0
2022-02-25T20:00:00Z,2022-02-25,41,250.0
2022-02-25T20:30:00Z,2022-02-25,42,140.5
2022-02-25T21:00:00Z,2022-02-25,43,233.0
2022-02-25T21:30:00Z,2022-02-25,44,140.7
2022-02-25T22:00:00Z,2022-02-25,45,226.82
2022-02-25T22:30:00Z,2022-02-25,46,129.0
2022-02-25T23:00:00Z,2022-02-25,47,76.0
2022-02-25T23:30:00Z,2022-02-25,48,141.0
2022-02-26T00:00:00Z,2022-02-26,1,140.92091
2022-02-26T00:30:00Z,2022-02-26,2,141.2
2022-02-26T01:00:00Z,2022-02-26,3,171.6
2022-02-26T01:30:00Z,2022-02-26,4,200.0
2022-02-26T02:00:00Z,2022-02-26,5,220.0
2022-02-26T02:30:00Z,2022-02-26,6,216.0
2022-02-26T03:00:00Z,2022-02-26,7,179.56
2022-02-26T03:30:00Z,2022-02-26,8,161.77
2022-02-26T04:00:00Z,2022-02-26,9,30.0
2022-02-26T04:30:00Z,2022-02-26,10,30.0
2022-02-26T05:00:00Z,2022-02-26,11,216.0
2022-02-26T05:30:00Z,2022-02-26,12,30.0
2022-02-26T06:00:00Z,2022-02-26,13,30.0
2022-02-26T06:30:00Z,2022-02-26,14,200.0
2022-02-26T07:00:00Z,2022-02-26,15,38.0
2022-02-26T07:30:00Z,2022-02-26,16,38.0
2022-02-26T08:00:00Z,2022-02-26,17,223.0
2022-02-26T08:30:00Z,2022-02-26,18,238.0
2022-02-26T09:00:00Z,2022-02-26,19,200.0
2022-02-26T09:30:00Z,2022-02-26,20,50.29895
2022-02-26T10:00:00Z,2022-02-26,21,187.09
2022-02-26T10:30:00Z,2022-02-26,22,45.14399
2022-02-26T11:00:00Z,2022-02-26,23,133.0
2022-02-26T11:30:00Z,2022-02-26,24,60.0
2022-02-26T12:00:00Z,2022-02-26,25,60.304
2022-02-26T12:30:00Z,2022-02-26,26,-60.0
2022-02-26T13:00:00Z,2022-02-26,27,132.92
2022-02-26T13:30:00Z,2022-02-26,28,134.46
2022-02-26T14:00:00Z,2022-02-26,29,150.31
2022-02-26T14:30:00Z,2022-02-26,30,220.0
2022-02-26T15:00:00Z,2022-02-26,31,159.36
2022-02-26T15:30:00Z,2022-02-26,32,220.0
2022-02-26T16:00:00Z,2022-02-26,33,220.0
2022-02-26T16:30:00Z,2022-02-26,34,145.0
2022-02-26T17:00:00Z,2022-02-26,35,141.0
2022-02-26T17:30:00Z,2022-02-26,36,141.0
2022-02-26T18:00:00Z,2022-02-26,37,268.0
2022-02-26T18:30:00Z,2022-02-26,38,268.0
2022-02-26T19:00:00Z,2022-02-26,39,268.0
2022-02-26T19:30:00Z,2022-02-26,40,268.0
2022-02-26T20:00:00Z,2022-02-26,41,268.0
2022-02-26T20:30:00Z,2022-02-26,42,60.0
2022-02-26T21:00:00Z,2022-02-26,43,143.0
2022-02-26T21:30:00Z,2022-02-26,44,143.6
2022-02-26T22:00:00Z,2022-02-26,45,143.6
2022-02-26T22:30:00Z,2022-02-26,46,153.83
2022-02-26T23:00:00Z,2022-02-26,47,220.0
2022-02-26T23:30:00Z,2022-02-26,48,101.88
2022-02-27T00:00:00Z,2022-02-27,1,105.05
2022-02-27T00:30:00Z,2022-02-27,2,234.0
2022-02-27T01:00:00Z,2022-02-27,3,234.0
2022-02-27T01:30:00Z,2022-02-27,4,143.38
2022-02-27T02:00:00Z,2022-02-27,5,138.88
2022-02-27T02:30:00Z,2022-02-27,6,10.07
2022-02-27T03:00:00Z,2022-02-27,7,-63.72
2022-02-27T03:30:00Z,2022-02-27,8,-63.72
2022-02-27T04:00:00Z,2022-02-27,9,-17.06
2022-02-27T04:30:00Z,2022-02-27,10,222.0
2022-02-27T05:00:00Z,2022-02-27,11,125.12
2022-02-27T05:30:00Z,2022-02-27,12,222.0
2022-02-27T06:00:00Z,2022-02-27,13,240.0
2022-02-27T06:30:00Z,2022-02-27,14,244.0
2022-02-27T07:00:00Z,2022-02-27,15,258.0
2022-02-27T07:30:00Z,2022-02-27,16,258.0
2022-02-27T08:00:00Z,2022-02-27,17,60.0
2022-02-27T08:30:00Z,2022-02-27,18,10.0
2022-02-27T09:00:00Z,2022-02-27,19,0.0
2022-02-27T09:30:00Z,2022-02-27,20,0.0
2022-02-27T10:00:00Z,2022-02-27,21,60.0
2022-02-27T10:30:00Z,2022-02-27,22,0.0
2022-02-27T11:00:00Z,2022-02-27,23,-56.58
2022-02-27T11:30:00Z,2022-02-27,24,-56.58
2022-02-27T12:00:00Z,2022-02-27,25,-58.15
2022-02-27T12:30:00Z,2022-02-27,26,-58.15
2022-02-27T13:00:00Z,2022-02-27,27,-60.0
2022-02-27T13:30:00Z,2022-02-27,28,-58.15
2022-02-27T14:00:00Z,2022-02-27,29,-58.15
2022-02-27T14:30:00Z,2022-02-27,30,-40.44391
2022-02-27T15:00:00Z,2022-02-27,31,-53.46
2022-02-27T15:30:00Z,2022-02-27,32,103.68
2022-02-27T16:00:00Z,2022-02-27,33,55.0
2022-02-27T16:30:00Z,2022-02-27,34,259.0
2022-02-27T17:00:00Z,2022-02-27,35,183.91
2022-02-27T17:30:00Z,2022-02-27,36,277.5
2022-02-27T18:00:00Z,2022-02-27,37,280.0
2022-02-27T18:30:00Z,2022-02-27,38,277.5
2022-02-27T19:00:00Z,2022-02-27,39,60.0
2022-02-27T19:30:00Z,2022-02-27,40,80.0
2022-02-27T20:00:00Z,2022-02-27,41,270.0
2022-02-27T20:30:00Z,2022-02-27,42,267.0
2022-02-27T21:00:00Z,2022-02-27,43,255.0
2022-02-27T21:30:00Z,2022-02-27,44,0.0
2022-02-27T22:00:00Z,2022-02-27,45,121.0
2022-02-27T22:30:00Z,2022-02-27,46,140.0
2022-02-27T23:00:00Z,2022-02-27,47,121.0
2022-02-27T23:30:00Z,2022-02-27,48,123.09
2022-02-28T00:00:00Z,2022-02-28,1,35.0
2022-02-28T00:30:00Z,2022-02-28,2,134.61
2022-02-28T01:00:00Z,2022-02-28,3,118.93
2022-02-28T01:30:00Z,2022-02-28,4,106.53
2022-02-28T02:00:00Z,2022-02-28,5,129.71
2022-02-28T02:30:00Z,2022-02-28,6,118.79
2022-02-28T03:00:00Z,2022-02-28,7,136.26
2022-02-28T03:30:00Z,2022-02-28,8,124.32
2022-02-28T04:00:00Z,2022-02-28,9,126.01
2022-02-28T04:30:00Z,2022-02-28,10,124.07
2022-02-28T05:00:00Z,2022-02-28,11,177.0
2022-02-28T05:30:00Z,2022-02-28,12,230.0
2022-02-28T06:00:00Z,2022-02-28,13,255.0
2022-02-28T06:30:00Z,2022-02-28,14,245.0
2022-02-28T07:00:00Z,2022-02-28,15,176.44
2022-02-28T07:30:00Z,2022-02-28,16,247.5
2022-02-28T08:00:00Z,2022-02-28,17,162.0
2022-02-28T08:30:00Z,2022-02-28,18,162.0
2022-02-28T09:00:00Z,2022-02-28,19,136.0
2022-02-28T09:30:00Z,2022-02-28,20,162.0
2022-02-28T10:00:00Z,2022-02-28,21,70.0
2022-02-28T10:30:00Z,2022-02-28,22,70.0
2022-02-28T11:00:00Z,2022-02-28,23,115.0
2022-02-28T11:30:00Z,2022-02-28,24,139.5
2022-02-28T12:00:00Z,2022-02-28,25,139.5
2022-02-28T12:30:00Z,2022-02-28,26,247.5
2022-02-28T13:00:00Z,2022-02-28,27,139.5
2022-02-28T13:30:00Z,2022-02-28,28,247.5
2022-02-28T14:00:00Z,2022-02-28,29,162.0
2022-02-28T14:30:00Z,2022-02-28,30,70.0
2022-02-28T15:00:00Z,2022-02-28,31,225.75
2022-02-28T15:30:00Z,2022-02-28,32,226.1704
2022-02-28T16:00:00Z,2022-02-28,33,247.5
2022-02-28T16:30:00Z,2022-02-28,34,248.59
2022-02-28T17:00:00Z,2022-02-28,35,275.0
2022-02-28T17:30:00Z,2022-02-28,36,162.0
2022-02-28T18:00:00Z,2022-02-28,37,275.0
2022-02-28T18:30:00Z,2022-02-28,38,275.0
2022-02-28T19:00:00Z,2022-02-28,39,285.0
2022-02-28T19:30:00Z,2022-02-28,40,270.0
2022-02-28T20:00:00Z,2022-02-28,41,270.0
2022-02-28T20:30:00Z,2022-02-28,42,258.35
2022-02-28T21:00:00Z,2022-02-28,43,253.24
2022-02-28T21:30:00Z,2022-02-28,44,251.2378
2022-02-28T22:00:00Z,2022-02-28,45,245.0
2022-02-28T22:30:00Z,2022-02-28,46,245.0
2022-02-28T23:00:00Z,2022-02-28,47,249.0
2022-02-28T23:30:00Z,2022-02-28,48,257.0
2022-03-01T00:00:00Z,2022-03-01,1,163.1
2022-03-01T00:30:00Z,2022-03-01,2,245.0
2022-03-01T01:00:00Z,2022-03-01,3,229.0
2022-03-01T01:30:00Z,2022-03-01,4,245.0
2022-03-01T02:00:00Z,2022-03-01,5,245.0
2022-03-01T02:30:00Z,2022-03-01,6,245.0
2022-03-01T03:00:00Z,2022-03-01,7,229.0
2022-03-01T03:30:00Z,2022-03-01,8,229.0
2022-03-01T04:00:00Z,2022-03-01,9,245.0
2022-03-01T04:30:00Z,2022-03-01,10,245.0
2022-03-01T05:00:00Z,2022-03-01,11,245.0
2022-03-01T05:30:00Z,2022-03-01,12,163.0
2022-03-01T06:00:00Z,2022-03-01,13,242.0
2022-03-01T06:30:00Z,2022-03-01,14,245.0
2022-03-01T07:00:00Z,2022-03-01,15,300.0
2022-03-01T07:30:00Z,2022-03-01,16,290.0
2022-03-01T08:00:00Z,2022-03-01,17,319.0
2022-03-01T08:30:00Z,2022-03-01,18,162.5
2022-03-01T09:00:00Z,2022-03-01,19,340.0
2022-03-01T09:30:00Z,2022-03-01,20,344.0
2022-03-01T10:00:00Z,2022-03-01,21,120.0
2022-03-01T10:30:00Z,2022-03-01,22,166.1
2022-03-01T11:00:00Z,2022-03-01,23,166.55
2022-03-01T11:30:00Z,2022-03-01,24,165.0
2022-03-01T12:00:00Z,2022-03-01,25,166.55
2022-03-01T12:30:00Z,2022-03-01,26,167.15
2022-03-01T13:00:00Z,2022-03-01,27,340.0
2022-03-01T13:30:00Z,2022-03-01,28,315.0
2022-03-01T14:00:00Z,2022-03-01,29,172.1
2022-03-01T14:30:00Z,2022-03-01,30,143.3
2022-03-01T15:00:00Z,2022-03-01,31,130.0
2022-03-01T15:30:00Z,2022-03-01,32,345.0
2022-03-01T16:00:00Z,2022-03-01,33,344.0
2022-03-01T16:30:00Z,2022-03-01,34,333.0
2022-03-01T17:00:00Z,2022-03-01,35,120.0
2022-03-01T17:30:00Z,2022-03-01,36,178.28
2022-03-01T18:00:00Z,2022-03-01,37,179.0
2022-03-01T18:30:00Z,2022-03-01,38,179.28
2022-03-01T19:00:00Z,2022-03-01,39,345.0
2022-03-01T19:30:00Z,2022-03-01,40,189.98906
2022-03-01T20:00:00Z,2022-03-01,41,335.0
2022-03-01T20:30:00Z,2022-03-01,42,185.0
2022-03-01T21:00:00Z,2022-03-01,43,296.0
2022-03-01T21:30:00Z,2022-03-01,44,185.0
2022-03-01T22:00:00Z,2022-03-01,45,185.0
2022-03-01T22:30:00Z,2022-03-01,46,185.05
2022-03-01T23:00:00Z,2022-03-01,47,185.05
2022-03-01T23:30:00Z,2022-03-01,48,185.0
2022-03-02T00:00:00Z,2022-03-02,1,170.0
2022-03-02T00:30:00Z,2022-03-02,2,177.0
2022-03-02T01:00:00Z,2022-03-02,3,175.0
2022-03-02T01:30:00Z,2022-03-02,4,177.0
2022-03-02T02:00:00Z,2022-03-02,5,165.0
2022-03-02T02:30:00Z,2022-03-02,6,110.0
2022-03-02T03:00:00Z,2022-03-02,7,110.0
2022-03-02T03:30:00Z,2022-03-02,8,165.0
2022-03-02T04:00:00Z,2022-03-02,9,280.0
2022-03-02T04:30:00Z,2022-03-02,10,278.0
2022-03-02T05:00:00Z,2022-03-02,11,280.0
2022-03-02T05:30:00Z,2022-03-02,12,172.94708
2022-03-02T06:00:00Z,2022-03-02,13,275.8318
2022-03-02T06:30:00Z,2022-03-02,14,284.0
2022-03-02T07:00:00Z,2022-03-02,15,305.0
2022-03-02T07:30:00Z,2022-03-02,16,348.0
2022-03-02T08:00:00Z,2022-03-02,17,284.0
2022-03-02T08:30:00Z,2022-03-02,18,284.0
2022-03-02T09:00:00Z,2022-03-02,19,284.0
2022-03-02T09:30:00Z,2022-03-02,20,284.0
2022-03-02T10:00:00Z,2022-03-02,21,284.0
2022-03-02T10:30:00Z,2022-03-02,22,300.0
2022-03-02T11:00:00Z,2022-03-02,23,284.0
2022-03-02T11:30:00Z,2022-03-02,24,284.0
2022-03-02T12:00:00Z,2022-03-02,25,284.0
2022-03-02T12:30:00Z,2022-03-02,26,284.0
2022-03-02T13:00:00Z,2022-03-02,27,200.0
2022-03-02T13:30:00Z,2022-03-02,28,185.0
2022-03-02T14:00:00Z,2022-03-02,29,284.0
2022-03-02T14:30:00Z,2022-03-02,30,200.0
2022-03-02T15:00:00Z,2022-03-02,31,226.88
2022-03-02T15:30:00Z,2022-03-02,32,231.58
2022-03-02T16:00:00Z,2022-03-02,33,390.0
2022-03-02T16:30:00Z,2022-03-02,34,307.17
2022-03-02T17:00:00Z,2022-03-02,35,405.0
2022-03-02T17:30:00Z,2022-03-02,36,439.67245
2022-03-02T18:00:00Z,2022-03-02,37,405.0
2022-03-02T18:30:00Z,2022-03-02,38,312.46
2022-03-02T19:00:00Z,2022-03-02,39,286.92
2022-03-02T19:30:00Z,2022-03-02,40,269.89
2022-03-02T20:00:00Z,2022-03-02,41,277.18
2022-03-02T20:30:00Z,2022-03-02,42,281.18
2022-03-02T21:00:00Z,2022-03-02,43,345.0
2022-03-02T21:30:00Z,2022-03-02,44,236.88
2022-03-02T22:00:00Z,2022-03-02,45,182.5
2022-03-02T22:30:00Z,2022-03-02,46,216.25
2022-03-02T23:00:00Z,2022-03-02,47,299.0
2022-03-02T23:30:00Z,2022-03-02,48,299.0
2022-03-03T00:00:00Z,2022-03-03,1,330.0
2022-03-03T00:30:00Z,2022-03-03,2,330.0
2022-03-03T01:00:00Z,2022-03-03,3,299.0
2022-03-03T01:30:00Z,2022-03-03,4,299.0
2022-03-03T02:00:00Z,2022-03-03,5,202.0
2022-03-03T02:30:00Z,2022-03-03,6,204.0
2022-03-03T03:00:00Z,2022-03-03,7,205.0
2022-03-03T03:30:00Z,2022-03-03,8,299.0
2022-03-03T04:00:00Z,2022-03-03,9,299.0
2022-03-03T04:30:00Z,2022-03-03,10,204.0
2022-03-03T05:00:00Z,2022-03-03,11,299.0
2022-03-03T05:30:00Z,2022-03-03,12,333.0
2022-03-03T06:00:00Z,2022-03-03,13,333.0
2022-03-03T06:30:00Z,2022-03-03,14,335.0
2022-03-03T07:00:00Z,2022-03-03,15,371.24
2022-03-03T07:30:00Z,2022-03-03,16,388.0
2022-03-03T08:00:00Z,2022-03-03,17,356.23
2022-03-03T08:30:00Z,2022-03-03,18,369.0
2022-03-03T09:00:00Z,2022-03-03,19,388.0
2022-03-03T09:30:00Z,2022-03-03,20,388.0
2022-03-03T10:00:00Z,2022-03-03,21,217.05
2022-03-03T10:30:00Z,2022-03-03,22,120.0
2022-03-03T11:00:00Z,2022-03-03,23,120.0
2022-03-03T11:30:00Z,2022-03-03,24,120.0
2022-03-03T12:00:00Z,2022-03-03,25,217.05
2022-03-03T12:30:00Z,2022-03-03,26,388.0
2022-03-03T13:00:00Z,2022-03-03,27,388.0
2022-03-03T13:30:00Z,2022-03-03,28,327.5
2022-03-03T14:00:00Z,2022-03-03,29,233.0
2022-03-03T14:30:00Z,2022-03-03,30,217.05
2022-03-03T15:00:00Z,2022-03-03,31,369.0
2022-03-03T15:30:00Z,2022-03-03,32,388.0
2022-03-03T16:00:00Z,2022-03-03,33,490.0
2022-03-03T16:30:00Z,2022-03-03,34,545.0
2022-03-03T17:00:00Z,2022-03-03,35,525.0
2022-03-03T17:30:00Z,2022-03-03,36,525.0
2022-03-03T18:00:00Z,2022-03-03,37,525.0
2022-03-03T18:30:00Z,2022-03-03,38,233.1
2022-03-03T19:00:00Z,2022-03-03,39,235.05
2022-03-03T19:30:00Z,2022-03-03,40,160.0
2022-03-03T20:00:00Z,2022-03-03,41,233.2
2022-03-03T20:30:00Z,2022-03-03,42,404.0
2022-03-03T21:00:00Z,2022-03-03,43,375.0
2022-03-03T21:30:00Z,2022-03-03,44,349.0
2022-03-03T22:00:00Z,2022-03-03,45,349.0
2022-03-03T22:30:00Z,2022-03-03,46,349.0
2022-03-03T23:00:00Z,2022-03-03,47,340.0
2022-03-03T23:30:00Z,2022-03-03,48,325.0
2022-03-04T00:00:00Z,2022-03-04,1,220.0
2022-03-04T00:30:00Z,2022-03-04,2,220.0
2022-03-04T01:00:00Z,2022-03-04,3,220.0
2022-03-04T01:30:00Z,2022-03-04,4,215.1
2022-03-04T02:00:00Z,2022-03-04,5,220.0
2022-03-04T02:30:00Z,2022-03-04,6,325.0
2022-03-04T03:00:00Z,2022-03-04,7,248.57
2022-03-04T03:30:00Z,2022-03-04,8,238.56
2022-03-04T04:00:00Z,2022-03-04,9,325.0
2022-03-04T04:30:00Z,2022-03-04,10,384.0
2022-03-04T05:00:00Z,2022-03-04,11,325.0
2022-03-04T05:30:00Z,2022-03-04,12,220.0
2022-03-04T06:00:00Z,2022-03-04,13,356.33
2022-03-04T06:30:00Z,2022-03-04,14,366.1
2022-03-04T07:00:00Z,2022-03-04,15,371.1
2022-03-04T07:30:00Z,2022-03-04,16,444.0
2022-03-04T08:00:00Z,2022-03-04,17,444.0
2022-03-04T08:30:00Z,2022-03-04,18,444.0
2022-03-04T09:00:00Z,2022-03-04,19,444.0
2022-03-04T09:30:00Z,2022-03-04,20,444.0
2022-03-04T10:00:00Z,2022-03-04,21,444.0
2022-03-04T10:30:00Z,2022-03-04,22,444.0
2022-03-04T11:00:00Z,2022-03-04,23,444.0
2022-03-04T11:30:00Z,2022-03-04,24,245.1
2022-03-04T12:00:00Z,2022-03-04,25,246.0
2022-03-04T12:30:00Z,2022-03-04,26,245.1
2022-03-04T13:00:00Z,2022-03-04,27,425.0
2022-03-04T13:30:00Z,2022-03-04,28,258.2
2022-03-04T14:00:00Z,2022-03-04,29,258.0
2022-03-04T14:30:00Z,2022-03-04,30,256.0
2022-03-04T15:00:00Z,2022-03-04,31,258.3
2022-03-04T15:30:00Z,2022-03-04,32,260.12
2022-03-04T16:00:00Z,2022-03-04,33,490.0
2022-03-04T16:30:00Z,2022-03-04,34,490.0
2022-03-04T17:00:00Z,2022-03-04,35,267.0
2022-03-04T17:30:00Z,2022-03-04,36,267.0
2022-03-04T18:00:00Z,2022-03-04,37,433.5
2022-03-04T18:30:00Z,2022-03-04,38,482.0
2022-03-04T19:00:00Z,2022-03-04,39,482.0
2022-03-04T19:30:00Z,2022-03-04,40,473.0
2022-03-04T20:00:00Z,2022-03-04,41,459.0
2022-03-04T20:30:00Z,2022-03-04,42,270.0
2022-03-04T21:00:00Z,2022-03-04,43,458.0
2022-03-04T21:30:00Z,2022-03-04,44,445.0
2022-03-04T22:00:00Z,2022-03-04,45,267.0
2022-03-04T22:30:00Z,2022-03-04,46,395.0
2022-03-04T23:00:00Z,2022-03-04,47,425.0
2022-03-04T23:30:00Z,2022-03-04,48,419.5
2022-03-05T00:00:00Z,2022-03-05,1,419.5
2022-03-05T00:30:00Z,2022-03-05,2,419.5
2022-03-05T01:00:00Z,2022-03-05,3,271.0
2022-03-05T01:30:00Z,2022-03-05,4,266.5
2022-03-05T02:00:00Z,2022-03-05,5,200.0
2022-03-05T02:30:00Z,2022-03-05,6,250.0
2022-03-05T03:00:00Z,2022-03-05,7,255.0
2022-03-05T03:30:00Z,2022-03-05,8,68.0
2022-03-05T04:00:00Z,2022-03-05,9,250.0
2022-03-05T04:30:00Z,2022-03-05,10,250.0
2022-03-05T05:00:00Z,2022-03-05,11,210.0
2022-03-05T05:30:00Z,2022-03-05,12,200.0
2022-03-05T06:00:00Z,2022-03-05,13,210.0
2022-03-05T06:30:00Z,2022-03-05,14,250.0
2022-03-05T07:00:00Z,2022-03-05,15,268.0
2022-03-05T07:30:00Z,2022-03-05,16,268.5
2022-03-05T08:00:00Z,2022-03-05,17,268.55
2022-03-05T08:30:00Z,2022-03-05,18,348.02
2022-03-05T09:00:00Z,2022-03-05,19,404.5
2022-03-05T09:30:00Z,2022-03-05,20,490.0
2022-03-05T10:00:00Z,2022-03-05,21,271.0
2022-03-05T10:30:00Z,2022-03-05,22,272.05
2022-03-05T11:00:00Z,2022-03-05,23,272.0
2022-03-05T11:30:00Z,2022-03-05,24,272.0
2022-03-05T12:00:00Z,2022-03-05,25,269.1
2022-03-05T12:30:00Z,2022-03-05,26,273.0
2022-03-05T13:00:00Z,2022-03-05,27,273.0
2022-03-05T13:30:00Z,2022-03-05,28,273.0
2022-03-05T14:00:00Z,2022-03-05,29,273.7
2022-03-05T14:30:00Z,2022-03-05,30,273.7
2022-03-05T15:00:00Z,2022-03-05,31,540.0
2022-03-05T15:30:00Z,2022-03-05,32,400.0
2022-03-05T16:00:00Z,2022-03-05,33,145.0
2022-03-05T16:30:00Z,2022-03-05,34,447.0
2022-03-05T17:00:00Z,2022-03-05,35,447.0
2022-03-05T17:30:00Z,2022-03-05,36,447.0
2022-03-05T18:00:00Z,2022-03-05,37,447.0
2022-03-05T18:30:00Z,2022-03-05,38,450.0
2022-03-05T19:00:00Z,2022-03-05,39,447.0
2022-03-05T19:30:00Z,2022-03-05,40,446.5
2022-03-05T20:00:00Z,2022-03-05,41,447.0
2022-03-05T20:30:00Z,2022-03-05,42,447.0
2022-03-05T21:00:00Z,2022-03-05,43,279.0
2022-03-05T21:30:00Z,2022-03-05,44,276.7
2022-03-05T22:00:00Z,2022-03-05,45,267.9
2022-03-05T22:30:00Z,2022-03-05,46,273.0
2022-03-05T23:00:00Z,2022-03-05,47,276.7
2022-03-05T23:30:00Z,2022-03-05,48,270.0
2022-03-06T00:00:00Z,2022-03-06,1,271.0
2022-03-06T00:30:00Z,2022-03-06,2,267.0
2022-03-06T01:00:00Z,2022-03-06,3,271.5028
2022-03-06T01:30:00Z,2022-03-06,4,257.5
2022-03-06T02:00:00Z,2022-03-06,5,256.5
2022-03-06T02:30:00Z,2022-03-06,6,256.5
2022-03-06T03:00:00Z,2022-03-06,7,350.0
2022-03-06T03:30:00Z,2022-03-06,8,500.0
2022-03-06T04:00:00Z,2022-03-06,9,335.0
2022-03-06T04:30:00Z,2022-03-06,10,150.0
2022-03-06T05:00:00Z,2022-03-06,11,150.0
2022-03-06T05:30:00Z,2022-03-06,12,150.0
2022-03-06T06:00:00Z,2022-03-06,13,150.0
2022-03-06T06:30:00Z,2022-03-06,14,150.0
2022-03-06T07:00:00Z,2022-03-06,15,255.0
2022-03-06T07:30:00Z,2022-03-06,16,260.0
2022-03-06T08:00:00Z,2022-03-06,17,261.0
2022-03-06T08:30:00Z,2022-03-06,18,419.0
2022-03-06T09:00:00Z,2022-03-06,19,257.0
2022-03-06T09:30:00Z,2022-03-06,20,260.0
2022-03-06T10:00:00Z,2022-03-06,21,255.0
2022-03-06T10:30:00Z,2022-03-06,22,261.05
2022-03-06T11:00:00Z,2022-03-06,23,270.25
2022-03-06T11:30:00Z,2022-03-06,24,270.25
2022-03-06T12:00:00Z,2022-03-06,25,277.75
2022-03-06T12:30:00Z,2022-03-06,26,277.75
2022-03-06T13:00:00Z,2022-03-06,27,251.0
2022-03-06T13:30:00Z,2022-03-06,28,251.0
2022-03-06T14:00:00Z,2022-03-06,29,277.82
2022-03-06T14:30:00Z,2022-03-06,30,277.91
2022-03-06T15:00:00Z,2022-03-06,31,276.7
2022-03-06T15:30:00Z,2022-03-06,32,278.0
2022-03-06T16:00:00Z,2022-03-06,33,278.1
2022-03-06T16:30:00Z,2022-03-06,34,278.5
2022-03-06T17:00:00Z,2022-03-06,35,443.0
2022-03-06T17:30:00Z,2022-03-06,36,482.5332
2022-03-06T18:00:00Z,2022-03-06,37,545.5
2022-03-06T18:30:00Z,2022-03-06,38,545.5
2022-03-06T19:00:00Z,2022-03-06,39,480.0
2022-03-06T19:30:00Z,2022-03-06,40,450.0
2022-03-06T20:00:00Z,2022-03-06,41,481.0
2022-03-06T20:30:00Z,2022-03-06,42,425.0
2022-03-06T21:00:00Z,2022-03-06,43,419.5
2022-03-06T21:30:00Z,2022-03-06,44,281.5
2022-03-06T22:00:00Z,2022-03-06,45,270.0
2022-03-06T22:30:00Z,2022-03-06,46,281.5
2022-03-06T23:00:00Z,2022-03-06,47,256.0
2022-03-06T23:30:00Z,2022-03-06,48,256.0
2022-03-07T00:00:00Z,2022-03-07,1,256.0
2022-03-07T00:30:00Z,2022-03-07,2,271.0
2022-03-07T01:00:00Z,2022-03-07,3,271.0
2022-03-07T01:30:00Z,2022-03-07,4,271.0
2022-03-07T02:00:00Z,2022-03-07,5,271.0
2022-03-07T02:30:00Z,2022-03-07,6,272.1
2022-03-07T03:00:00Z,2022-03-07,7,273.5
2022-03-07T03:30:00Z,2022-03-07,8,272.5
2022-03-07T04:00:00Z,2022-03-07,9,273.5
2022-03-07T04:30:00Z,2022-03-07,10,272.1
2022-03-07T05:00:00Z,2022-03-07,11,270.0
2022-03-07T05:30:00Z,2022-03-07,12,256.0
2022-03-07T06:00:00Z,2022-03-07,13,270.0
2022-03-07T06:30:00Z,2022-03-07,14,272.5
2022-03-07T07:00:00Z,2022-03-07,15,273.5
2022-03-07T07:30:00Z,2022-03-07,16,575.0
2022-03-07T08:00:00Z,2022-03-07,17,256.83023
2022-03-07T08:30:00Z,2022-03-07,18,575.0
2022-03-07T09:00:00Z,2022-03-07,19,575.0
2022-03-07T09:30:00Z,2022-03-07,20,700.0
2022-03-07T10:00:00Z,2022-03-07,21,690.0
2022-03-07T10:30:00Z,2022-03-07,22,500.0
2022-03-07T11:00:00Z,2022-03-07,23,590.0
2022-03-07T11:30:00Z,2022-03-07,24,500.0
2022-03-07T12:00:00Z,2022-03-07,25,331.15
2022-03-07T12:30:00Z,2022-03-07,26,251.0
2022-03-07T13:00:00Z,2022-03-07,27,251.0
2022-03-07T13:30:00Z,2022-03-07,28,251.0
2022-03-07T14:00:00Z,2022-03-07,29,330.0
2022-03-07T14:30:00Z,2022-03-07,30,330.0
2022-03-07T15:00:00Z,2022-03-07,31,330.0
2022-03-07T15:30:00Z,2022-03-07,32,334.75
2022-03-07T16:00:00Z,2022-03-07,33,340.0
2022-03-07T16:30:00Z,2022-03-07,34,447.68
2022-03-07T17:00:00Z,2022-03-07,35,577.57
2022-03-07T17:30:00Z,2022-03-07,36,647.0
2022-03-07T18:00:00Z,2022-03-07,37,593.0
2022-03-07T18:30:00Z,2022-03-07,38,340.0
2022-03-07T19:00:00Z,2022-03-07,39,337.2
2022-03-07T19:30:00Z,2022-03-07,40,302.0
2022-03-07T20:00:00Z,2022-03-07,41,337.0
2022-03-07T20:30:00Z,2022-03-07,42,337.2
2022-03-07T21:00:00Z,2022-03-07,43,171.65
2022-03-07T21:30:00Z,2022-03-07,44,161.0
2022-03-07T22:00:00Z,2022-03-07,45,161.0
2022-03-07T22:30:00Z,2022-03-07,46,161.0
