timestamp_utc,settlement_date,settlement_period,data_provider,price,volume
2021-03-28T13:30:00Z,2021-03-28,28,APXMIDP,14.63,925.1
2021-03-28T14:00:00Z,2021-03-28,29,APXMIDP,8.65,1230.7
2021-03-28T14:30:00Z,2021-03-28,30,APXMIDP,16.31,1188.6
2021-03-28T15:00:00Z,2021-03-28,31,APXMIDP,36.37,1092.05
2021-03-28T15:30:00Z,2021-03-28,32,APXMIDP,45.97,1087.7
2021-03-28T16:00:00Z,2021-03-28,33,APXMIDP,65.96,948.6
2021-03-28T16:30:00Z,2021-03-28,34,APXMIDP,65.53,1098.0
2021-03-28T17:00:00Z,2021-03-28,35,APXMIDP,67.67,1094.5
2021-03-28T17:30:00Z,2021-03-28,36,APXMIDP,68.47,1276.95
2021-03-28T18:00:00Z,2021-03-28,37,APXMIDP,62.41,1155.35
2021-03-28T18:30:00Z,2021-03-28,38,APXMIDP,63.17,884.2
2021-03-28T19:00:00Z,2021-03-28,39,APXMIDP,61.96,892.4
2021-03-28T19:30:00Z,2021-03-28,40,APXMIDP,59.78,1161.9
2021-03-28T20:00:00Z,2021-03-28,41,APXMIDP,48.12,1046.25
2021-03-28T20:30:00Z,2021-03-28,42,APXMIDP,30.43,1106.15
2021-03-28T21:00:00Z,2021-03-28,43,APXMIDP,41.57,1553.3
2021-03-28T21:30:00Z,2021-03-28,44,APXMIDP,25.32,1362.1
2021-03-28T22:00:00Z,2021-03-28,45,APXMIDP,6.0,1026.3
2021-03-28T22:30:00Z,2021-03-28,46,APXMIDP,-17.0,1000.8
2021-03-28T23:00:00Z,2021-03-29,1,APXMIDP,-3.29,893.55
2021-03-28T23:30:00Z,2021-03-29,2,APXMIDP,-4.44,754.3
2021-03-29T00:00:00Z,2021-03-29,3,APXMIDP,3.07,627.35
2021-03-29T00:30:00Z,2021-03-29,4,APXMIDP,9.52,737.4
2021-03-29T01:00:00Z,2021-03-29,5,APXMIDP,9.05,643.55
2021-03-29T01:30:00Z,2021-03-29,6,APXMIDP,9.39,757.8
2021-03-29T02:00:00Z,2021-03-29,7,APXMIDP,14.44,687.1
2021-03-29T02:30:00Z,2021-03-29,8,APXMIDP,9.07,620.8
2021-03-29T03:00:00Z,2021-03-29,9,APXMIDP,7.7,681.7
2021-03-29T03:30:00Z,2021-03-29,10,APXMIDP,9.24,723.05
2021-03-29T04:00:00Z,2021-03-29,11,APXMIDP,30.1,590.15
2021-03-29T04:30:00Z,2021-03-29,12,APXMIDP,37.77,735.2
2021-03-29T05:00:00Z,2021-03-29,13,APXMIDP,42.6,733.4
2021-03-29T05:30:00Z,2021-03-29,14,APXMIDP,57.95,885.05
2021-03-29T06:00:00Z,2021-03-29,15,APXMIDP,45.84,1467.0
2021-03-29T06:30:00Z,2021-03-29,16,APXMIDP,66.02,1356.65
2021-03-29T07:00:00Z,2021-03-29,17,APXMIDP,53.94,1551.9
2021-03-29T07:30:00Z,2021-03-29,18,APXMIDP,53.29,1831.65
2021-03-29T08:00:00Z,2021-03-29,19,APXMIDP,50.56,1635.0
2021-03-29T08:30:00Z,2021-03-29,20,APXMIDP,49.74,1763.8
2021-03-29T09:00:00Z,2021-03-29,21,APXMIDP,49.39,1874.35
2021-03-29T09:30:00Z,2021-03-29,22,APXMIDP,45.0,1873.05
2021-03-29T10:00:00Z,2021-03-29,23,APXMIDP,29.49,1253.2
2021-03-29T10:30:00Z,2021-03-29,24,APXMIDP,20.44,1163.15
2021-03-29T11:00:00Z,2021-03-29,25,APXMIDP,16.74,1258.95
2021-03-29T11:30:00Z,2021-03-29,26,APXMIDP,8.66,1445.4
2021-03-29T12:00:00Z,2021-03-29,27,APXMIDP,22.83,1752.9
2021-03-29T12:30:00Z,2021-03-29,28,APXMIDP,18.89,1809.45
2021-03-29T13:00:00Z,2021-03-29,29,APXMIDP,10.08,1865.5
2021-03-29T13:30:00Z,2021-03-29,30,APXMIDP,5.6,1977.85
2021-03-29T14:00:00Z,2021-03-29,31,APXMIDP,1.94,1807.5
2021-03-29T14:30:00Z,2021-03-29,32,APXMIDP,4.12,1487.4
2021-03-29T15:00:00Z,2021-03-29,33,APXMIDP,2.03,1834.9
2021-03-29T15:30:00Z,2021-03-29,34,APXMIDP,26.41,1924.1
2021-03-29T16:00:00Z,2021-03-29,35,APXMIDP,27.46,1983.25
2021-03-29T16:30:00Z,2021-03-29,36,APXMIDP,39.41,2260.15
2021-03-29T17:00:00Z,2021-03-29,37,APXMIDP,43.95,2165.1
2021-03-29T17:30:00Z,2021-03-29,38,APXMIDP,55.07,2331.7
2021-03-29T18:00:00Z,2021-03-29,39,APXMIDP,52.08,2000.7
2021-03-29T18:30:00Z,2021-03-29,40,APXMIDP,49.39,2249.7
2021-03-29T19:00:00Z,2021-03-29,41,APXMIDP,55.49,2427.75
2021-03-29T19:30:00Z,2021-03-29,42,APXMIDP,55.62,2160.25
2021-03-29T20:00:00Z,2021-03-29,43,APXMIDP,54.61,1786.45
2021-03-29T20:30:00Z,2021-03-29,44,APXMIDP,48.22,1597.75
2021-03-29T21:00:00Z,2021-03-29,45,APXMIDP,50.58,1700.95
2021-03-29T21:30:00Z,2021-03-29,46,APXMIDP,42.31,1486.3
2021-03-29T22:00:00Z,2021-03-29,47,APXMIDP,49.92,615.05
2021-03-29T22:30:00Z,2021-03-29,48,APXMIDP,15.18,790.25
2021-03-29T23:00:00Z,2021-03-30,1,APXMIDP,45.34,738.1
2021-03-29T23:30:00Z,2021-03-30,2,APXMIDP,42.61,676.3
2021-03-30T00:00:00Z,2021-03-30,3,APXMIDP,35.26,682.85
2021-03-30T00:30:00Z,2021-03-30,4,APXMIDP,46.79,559.45
2021-03-30T01:00:00Z,2021-03-30,5,APXMIDP,35.17,556.85
2021-03-30T01:30:00Z,2021-03-30,6,APXMIDP,40.2,645.45
2021-03-30T02:00:00Z,2021-03-30,7,APXMIDP,23.09,541.65
2021-03-30T02:30:00Z,2021-03-30,8,APXMIDP,23.01,762.05
2021-03-30T03:00:00Z,2021-03-30,9,APXMIDP,25.0,747.8
2021-03-30T03:30:00Z,2021-03-30,10,APXMIDP,36.4,735.75
2021-03-30T04:00:00Z,2021-03-30,11,APXMIDP,43.39,842.15
2021-03-30T04:30:00Z,2021-03-30,12,APXMIDP,56.21,793.1
2021-03-30T05:00:00Z,2021-03-30,13,APXMIDP,61.79,1233.55
2021-03-30T05:30:00Z,2021-03-30,14,APXMIDP,58.68,1513.8
2021-03-30T06:00:00Z,2021-03-30,15,APXMIDP,57.26,1807.9
2021-03-30T06:30:00Z,2021-03-30,16,APXMIDP,69.67,1584.85
2021-03-30T07:00:00Z,2021-03-30,17,APXMIDP,68.35,1125.2
2021-03-30T07:30:00Z,2021-03-30,18,APXMIDP,67.0,1211.95
2021-03-30T08:00:00Z,2021-03-30,19,APXMIDP,66.54,1410.8
2021-03-30T08:30:00Z,2021-03-30,20,APXMIDP,62.86,1489.2
2021-03-30T09:00:00Z,2021-03-30,21,APXMIDP,59.04,1281.85
2021-03-30T09:30:00Z,2021-03-30,22,APXMIDP,45.68,1329.5
2021-03-30T10:00:00Z,2021-03-30,23,APXMIDP,37.41,1621.75
2021-03-30T10:30:00Z,2021-03-30,24,APXMIDP,37.78,1634.05
2021-03-30T11:00:00Z,2021-03-30,25,APXMIDP,39.89,1854.85
2021-03-30T11:30:00Z,2021-03-30,26,APXMIDP,39.87,1721.3
2021-03-30T12:00:00Z,2021-03-30,27,APXMIDP,43.28,1675.25
2021-03-30T12:30:00Z,2021-03-30,28,APXMIDP,38.86,1756.85
2021-03-30T13:00:00Z,2021-03-30,29,APXMIDP,37.22,1765.9
2021-03-30T13:30:00Z,2021-03-30,30,APXMIDP,35.77,1834.05
2021-03-30T14:00:00Z,2021-03-30,31,APXMIDP,29.8,1365.3
2021-03-30T14:30:00Z,2021-03-30,32,APXMIDP,38.84,1277.85
2021-03-30T15:00:00Z,2021-03-30,33,APXMIDP,42.34,1515.55
2021-03-30T15:30:00Z,2021-03-30,34,APXMIDP,42.36,1586.05
2021-03-30T16:00:00Z,2021-03-30,35,APXMIDP,36.56,1416.45
2021-03-30T16:30:00Z,2021-03-30,36,APXMIDP,52.87,1682.9
2021-03-30T17:00:00Z,2021-03-30,37,APXMIDP,61.5,1720.4
2021-03-30T17:30:00Z,2021-03-30,38,APXMIDP,59.02,1644.85
2021-03-30T18:00:00Z,2021-03-30,39,APXMIDP,51.04,1276.3
2021-03-30T18:30:00Z,2021-03-30,40,APXMIDP,57.94,1311.15
2021-03-30T19:00:00Z,2021-03-30,41,APXMIDP,71.81,1107.65
2021-03-30T19:30:00Z,2021-03-30,42,APXMIDP,69.56,1309.35
2021-03-30T20:00:00Z,2021-03-30,43,APXMIDP,62.16,877.2
2021-03-30T20:30:00Z,2021-03-30,44,APXMIDP,56.32,776.1
2021-03-30T21:00:00Z,2021-03-30,45,APXMIDP,59.04,602.7
2021-03-30T21:30:00Z,2021-03-30,46,APXMIDP,56.4,1056.1
2021-03-30T22:00:00Z,2021-03-30,47,APXMIDP,44.05,952.05
2021-03-30T22:30:00Z,2021-03-30,48,APXMIDP,40.9,401.05
2021-03-30T23:00:00Z,2021-03-31,1,APXMIDP,43.39,440.3
2021-03-30T23:30:00Z,2021-03-31,2,APXMIDP,36.7,453.7
2021-03-31T00:00:00Z,2021-03-31,3,APXMIDP,36.42,552.2
2021-03-31T00:30:00Z,2021-03-31,4,APXMIDP,47.66,738.25
2021-03-31T01:00:00Z,2021-03-31,5,APXMIDP,40.57,526.3
2021-03-31T01:30:00Z,2021-03-31,6,APXMIDP,32.58,595.2
2021-03-31T02:00:00Z,2021-03-31,7,APXMIDP,25.22,589.0
2021-03-31T02:30:00Z,2021-03-31,8,APXMIDP,27.29,592.4
2021-03-31T03:00:00Z,2021-03-31,9,APXMIDP,41.31,685.2
2021-03-31T03:30:00Z,2021-03-31,10,APXMIDP,40.88,761.4
2021-03-31T04:00:00Z,2021-03-31,11,APXMIDP,43.3,586.55
2021-03-31T04:30:00Z,2021-03-31,12,APXMIDP,45.22,690.25
2021-03-31T05:00:00Z,2021-03-31,13,APXMIDP,62.12,781.15
2021-03-31T05:30:00Z,2021-03-31,14,APXMIDP,65.95,1015.55
2021-03-31T06:00:00Z,2021-03-31,15,APXMIDP,66.49,997.3
2021-03-31T06:30:00Z,2021-03-31,16,APXMIDP,71.93,1118.9
2021-03-31T07:00:00Z,2021-03-31,17,APXMIDP,72.34,981.95
2021-03-31T07:30:00Z,2021-03-31,18,APXMIDP,71.94,1271.5
2021-03-31T08:00:00Z,2021-03-31,19,APXMIDP,67.91,1171.0
2021-03-31T08:30:00Z,2021-03-31,20,APXMIDP,63.58,1504.15
2021-03-31T09:00:00Z,2021-03-31,21,APXMIDP,58.15,1379.6
2021-03-31T09:30:00Z,2021-03-31,22,APXMIDP,58.18,1385.15
2021-03-31T10:00:00Z,2021-03-31,23,APXMIDP,56.79,1176.65
2021-03-31T10:30:00Z,2021-03-31,24,APXMIDP,56.84,1283.8
2021-03-31T11:00:00Z,2021-03-31,25,APXMIDP,57.9,1625.45
2021-03-31T11:30:00Z,2021-03-31,26,APXMIDP,53.76,1969.15
2021-03-31T12:00:00Z,2021-03-31,27,APXMIDP,51.21,2041.9
2021-03-31T12:30:00Z,2021-03-31,28,APXMIDP,53.35,2134.35
2021-03-31T13:00:00Z,2021-03-31,29,APXMIDP,54.11,1846.6
2021-03-31T13:30:00Z,2021-03-31,30,APXMIDP,53.45,2180.8
2021-03-31T14:00:00Z,2021-03-31,31,APXMIDP,50.84,1366.9
2021-03-31T14:30:00Z,2021-03-31,32,APXMIDP,53.77,1577.65
2021-03-31T15:00:00Z,2021-03-31,33,APXMIDP,45.93,1377.15
2021-03-31T15:30:00Z,2021-03-31,34,APXMIDP,44.7,1628.3
2021-03-31T16:00:00Z,2021-03-31,35,APXMIDP,53.42,1396.25
2021-03-31T16:30:00Z,2021-03-31,36,APXMIDP,53.45,1174.55
2021-03-31T17:00:00Z,2021-03-31,37,APXMIDP,44.35,1811.2
2021-03-31T17:30:00Z,2021-03-31,38,APXMIDP,61.29,1661.5
2021-03-31T18:00:00Z,2021-03-31,39,APXMIDP,71.02,1507.1
2021-03-31T18:30:00Z,2021-03-31,40,APXMIDP,73.45,1391.85
2021-03-31T19:00:00Z,2021-03-31,41,APXMIDP,60.79,1548.1
2021-03-31T19:30:00Z,2021-03-31,42,APXMIDP,48.38,1073.4
2021-03-31T20:00:00Z,2021-03-31,43,APXMIDP,54.44,1205.0
2021-03-31T20:30:00Z,2021-03-31,44,APXMIDP,54.19,1458.6
2021-03-31T21:00:00Z,2021-03-31,45,APXMIDP,46.6,1500.25
2021-03-31T21:30:00Z,2021-03-31,46,APXMIDP,47.58,1864.5
2021-03-31T22:00:00Z,2021-03-31,47,APXMIDP,56.26,1278.3
2021-03-31T22:30:00Z,2021-03-31,48,APXMIDP,61.39,1167.8
2021-03-31T23:00:00Z,2021-04-01,1,APXMIDP,54.31,697.15
2021-03-31T23:30:00Z,2021-04-01,2,APXMIDP,46.73,483.65
2021-04-01T00:00:00Z,2021-04-01,3,APXMIDP,43.0,534.65
2021-04-01T00:30:00Z,2021-04-01,4,APXMIDP,46.65,668.45
2021-04-01T01:00:00Z,2021-04-01,5,APXMIDP,51.15,638.15
2021-04-01T01:30:00Z,2021-04-01,6,APXMIDP,47.83,740.6
2021-04-01T02:00:00Z,2021-04-01,7,APXMIDP,40.86,593.1
2021-04-01T02:30:00Z,2021-04-01,8,APXMIDP,41.63,601.6
2021-04-01T03:00:00Z,2021-04-01,9,APXMIDP,42.2,564.75
2021-04-01T03:30:00Z,2021-04-01,10,APXMIDP,38.32,552.0
2021-04-01T04:00:00Z,2021-04-01,11,APXMIDP,51.58,1088.45
2021-04-01T04:30:00Z,2021-04-01,12,APXMIDP,49.61,780.75
2021-04-01T05:00:00Z,2021-04-01,13,APXMIDP,54.84,1687.25
2021-04-01T05:30:00Z,2021-04-01,14,APXMIDP,52.25,1375.9
2021-04-01T06:00:00Z,2021-04-01,15,APXMIDP,46.0,1508.45
2021-04-01T06:30:00Z,2021-04-01,16,APXMIDP,57.58,1534.4
2021-04-01T07:00:00Z,2021-04-01,17,APXMIDP,56.63,1488.2
2021-04-01T07:30:00Z,2021-04-01,18,APXMIDP,61.83,1891.9
2021-04-01T08:00:00Z,2021-04-01,19,APXMIDP,57.03,1546.05
2021-04-01T08:30:00Z,2021-04-01,20,APXMIDP,60.22,1872.55
2021-04-01T09:00:00Z,2021-04-01,21,APXMIDP,59.94,1459.7
2021-04-01T09:30:00Z,2021-04-01,22,APXMIDP,59.68,1689.95
2021-04-01T10:00:00Z,2021-04-01,23,APXMIDP,53.89,1599.05
2021-04-01T10:30:00Z,2021-04-01,24,APXMIDP,57.8,1882.35
2021-04-01T11:00:00Z,2021-04-01,25,APXMIDP,58.97,1807.7
2021-04-01T11:30:00Z,2021-04-01,26,APXMIDP,58.11,1779.4
2021-04-01T12:00:00Z,2021-04-01,27,APXMIDP,59.69,1536.15
2021-04-01T12:30:00Z,2021-04-01,28,APXMIDP,57.94,1401.55
2021-04-01T13:00:00Z,2021-04-01,29,APXMIDP,57.49,1606.05
2021-04-01T13:30:00Z,2021-04-01,30,APXMIDP,58.55,1811.85
2021-04-01T14:00:00Z,2021-04-01,31,APXMIDP,62.86,1132.3
2021-04-01T14:30:00Z,2021-04-01,32,APXMIDP,65.31,1301.45
2021-04-01T15:00:00Z,2021-04-01,33,APXMIDP,65.05,1387.65
2021-04-01T15:30:00Z,2021-04-01,34,APXMIDP,67.57,1547.95
2021-04-01T16:00:00Z,2021-04-01,35,APXMIDP,70.44,1432.45
2021-04-01T16:30:00Z,2021-04-01,36,APXMIDP,71.77,1675.1
2021-04-01T17:00:00Z,2021-04-01,37,APXMIDP,71.41,1164.25
2021-04-01T17:30:00Z,2021-04-01,38,APXMIDP,73.91,1295.55
2021-04-01T18:00:00Z,2021-04-01,39,APXMIDP,74.23,1221.65
2021-04-01T18:30:00Z,2021-04-01,40,APXMIDP,73.74,1219.0
2021-04-01T19:00:00Z,2021-04-01,41,APXMIDP,72.83,1211.75
2021-04-01T19:30:00Z,2021-04-01,42,APXMIDP,64.01,906.95
2021-04-01T20:00:00Z,2021-04-01,43,APXMIDP,65.38,974.35
2021-04-01T20:30:00Z,2021-04-01,44,APXMIDP,61.05,895.35
2021-04-01T21:00:00Z,2021-04-01,45,APXMIDP,57.1,911.6
2021-04-01T21:30:00Z,2021-04-01,46,APXMIDP,52.35,953.55
2021-04-01T22:00:00Z,2021-04-01,47,APXMIDP,52.39,746.7
2021-04-01T22:30:00Z,2021-04-01,48,APXMIDP,46.59,572.55
2021-04-01T23:00:00Z,2021-04-02,1,APXMIDP,44.37,425.35
2021-04-01T23:30:00Z,2021-04-02,2,APXMIDP,50.52,686.5
2021-04-02T00:00:00Z,2021-04-02,3,APXMIDP,49.6,737.25
2021-04-02T00:30:00Z,2021-04-02,4,APXMIDP,53.08,726.8
2021-04-02T01:00:00Z,2021-04-02,5,APXMIDP,51.06,806.05
2021-04-02T01:30:00Z,2021-04-02,6,APXMIDP,47.99,797.85
2021-04-02T02:00:00Z,2021-04-02,7,APXMIDP,44.19,560.15
2021-04-02T02:30:00Z,2021-04-02,8,APXMIDP,44.88,429.5
2021-04-02T03:00:00Z,2021-04-02,9,APXMIDP,43.74,517.25
2021-04-02T03:30:00Z,2021-04-02,10,APXMIDP,43.46,497.15
2021-04-02T04:00:00Z,2021-04-02,11,APXMIDP,43.68,707.35
2021-04-02T04:30:00Z,2021-04-02,12,APXMIDP,43.68,806.2
2021-04-02T05:00:00Z,2021-04-02,13,APXMIDP,47.13,600.7
2021-04-02T05:30:00Z,2021-04-02,14,APXMIDP,49.84,717.55
2021-04-02T06:00:00Z,2021-04-02,15,APXMIDP,56.04,988.8
2021-04-02T06:30:00Z,2021-04-02,16,APXMIDP,59.46,726.4
2021-04-02T07:00:00Z,2021-04-02,17,APXMIDP,64.17,780.25
2021-04-02T07:30:00Z,2021-04-02,18,APXMIDP,65.3,780.65
2021-04-02T08:00:00Z,2021-04-02,19,APXMIDP,68.34,1289.05
2021-04-02T08:30:00Z,2021-04-02,20,APXMIDP,69.46,1224.3
2021-04-02T09:00:00Z,2021-04-02,21,APXMIDP,71.15,1229.7
2021-04-02T09:30:00Z,2021-04-02,22,APXMIDP,71.62,1525.2
2021-04-02T10:00:00Z,2021-04-02,23,APXMIDP,62.83,1550.25
2021-04-02T10:30:00Z,2021-04-02,24,APXMIDP,54.27,1856.25
2021-04-02T11:00:00Z,2021-04-02,25,APXMIDP,50.98,2021.8
2021-04-02T11:30:00Z,2021-04-02,26,APXMIDP,49.73,2564.95
2021-04-02T12:00:00Z,2021-04-02,27,APXMIDP,48.56,2022.4
2021-04-02T12:30:00Z,2021-04-02,28,APXMIDP,44.41,2269.7
2021-04-02T13:00:00Z,2021-04-02,29,APXMIDP,43.7,2265.05
2021-04-02T13:30:00Z,2021-04-02,30,APXMIDP,40.74,2451.25
2021-04-02T14:00:00Z,2021-04-02,31,APXMIDP,35.4,1450.7
2021-04-02T14:30:00Z,2021-04-02,32,APXMIDP,34.04,1207.85
2021-04-02T15:00:00Z,2021-04-02,33,APXMIDP,34.74,1469.15
2021-04-02T15:30:00Z,2021-04-02,34,APXMIDP,37.3,1804.6
2021-04-02T16:00:00Z,2021-04-02,35,APXMIDP,44.79,829.9
2021-04-02T16:30:00Z,2021-04-02,36,APXMIDP,50.69,637.3
2021-04-02T17:00:00Z,2021-04-02,37,APXMIDP,52.14,465.8
2021-04-02T17:30:00Z,2021-04-02,38,APXMIDP,60.65,723.15
2021-04-02T18:00:00Z,2021-04-02,39,APXMIDP,76.69,687.55
2021-04-02T18:30:00Z,2021-04-02,40,APXMIDP,76.01,887.7
2021-04-02T19:00:00Z,2021-04-02,41,APXMIDP,77.54,924.95
2021-04-02T19:30:00Z,2021-04-02,42,APXMIDP,75.4,951.75
2021-04-02T20:00:00Z,2021-04-02,43,APXMIDP,69.2,694.1
2021-04-02T20:30:00Z,2021-04-02,44,APXMIDP,60.76,665.75
2021-04-02T21:00:00Z,2021-04-02,45,APXMIDP,45.63,831.6
2021-04-02T21:30:00Z,2021-04-02,46,APXMIDP,45.13,1117.95
2021-04-02T22:00:00Z,2021-04-02,47,APXMIDP,52.11,746.45
2021-04-02T22:30:00Z,2021-04-02,48,APXMIDP,51.08,644.05
2021-04-02T23:00:00Z,2021-04-03,1,APXMIDP,46.11,274.75
2021-04-02T23:30:00Z,2021-04-03,2,APXMIDP,40.99,434.1
2021-04-03T00:00:00Z,2021-04-03,3,APXMIDP,40.33,462.7
2021-04-03T00:30:00Z,2021-04-03,4,APXMIDP,44.6,553.8
2021-04-03T01:00:00Z,2021-04-03,5,APXMIDP,39.73,515.4
2021-04-03T01:30:00Z,2021-04-03,6,APXMIDP,41.91,429.95
2021-04-03T02:00:00Z,2021-04-03,7,APXMIDP,34.12,621.3
2021-04-03T02:30:00Z,2021-04-03,8,APXMIDP,34.55,505.5
2021-04-03T03:00:00Z,2021-04-03,9,APXMIDP,36.56,575.0
2021-04-03T03:30:00Z,2021-04-03,10,APXMIDP,36.31,680.45
2021-04-03T04:00:00Z,2021-04-03,11,APXMIDP,38.79,624.6
2021-04-03T04:30:00Z,2021-04-03,12,APXMIDP,36.94,568.35
2021-04-03T05:00:00Z,2021-04-03,13,APXMIDP,34.98,1010.15
2021-04-03T05:30:00Z,2021-04-03,14,APXMIDP,40.93,883.6
2021-04-03T06:00:00Z,2021-04-03,15,APXMIDP,36.4,966.9
2021-04-03T06:30:00Z,2021-04-03,16,APXMIDP,40.66,1051.15
2021-04-03T07:00:00Z,2021-04-03,17,APXMIDP,41.89,717.9
2021-04-03T07:30:00Z,2021-04-03,18,APXMIDP,40.06,1022.5
2021-04-03T08:00:00Z,2021-04-03,19,APXMIDP,51.33,1298.0
2021-04-03T08:30:00Z,2021-04-03,20,APXMIDP,50.91,1149.7
2021-04-03T09:00:00Z,2021-04-03,21,APXMIDP,49.3,1286.8
2021-04-03T09:30:00Z,2021-04-03,22,APXMIDP,44.06,1567.4
2021-04-03T10:00:00Z,2021-04-03,23,APXMIDP,45.67,1117.45
2021-04-03T10:30:00Z,2021-04-03,24,APXMIDP,33.94,1269.75
2021-04-03T11:00:00Z,2021-04-03,25,APXMIDP,33.07,1245.5
2021-04-03T11:30:00Z,2021-04-03,26,APXMIDP,35.06,1210.3
2021-04-03T12:00:00Z,2021-04-03,27,APXMIDP,49.95,1248.35
2021-04-03T12:30:00Z,2021-04-03,28,APXMIDP,46.95,1131.45
2021-04-03T13:00:00Z,2021-04-03,29,APXMIDP,46.99,1147.95
2021-04-03T13:30:00Z,2021-04-03,30,APXMIDP,47.55,1400.2
2021-04-03T14:00:00Z,2021-04-03,31,APXMIDP,34.02,965.55
2021-04-03T14:30:00Z,2021-04-03,32,APXMIDP,33.27,695.7
2021-04-03T15:00:00Z,2021-04-03,33,APXMIDP,31.92,961.2
2021-04-03T15:30:00Z,2021-04-03,34,APXMIDP,30.65,853.05
2021-04-03T16:00:00Z,2021-04-03,35,APXMIDP,36.72,779.5
2021-04-03T16:30:00Z,2021-04-03,36,APXMIDP,46.73,1039.0
2021-04-03T17:00:00Z,2021-04-03,37,APXMIDP,55.34,1329.45
2021-04-03T17:30:00Z,2021-04-03,38,APXMIDP,63.41,1172.8
2021-04-03T18:00:00Z,2021-04-03,39,APXMIDP,63.33,1006.9
2021-04-03T18:30:00Z,2021-04-03,40,APXMIDP,62.18,833.05
2021-04-03T19:00:00Z,2021-04-03,41,APXMIDP,69.03,849.0
2021-04-03T19:30:00Z,2021-04-03,42,APXMIDP,67.86,685.4
2021-04-03T20:00:00Z,2021-04-03,43,APXMIDP,70.1,633.65
2021-04-03T20:30:00Z,2021-04-03,44,APXMIDP,63.88,699.05
2021-04-03T21:00:00Z,2021-04-03,45,APXMIDP,60.69,739.7
2021-04-03T21:30:00Z,2021-04-03,46,APXMIDP,55.84,1288.85
2021-04-03T22:00:00Z,2021-04-03,47,APXMIDP,52.45,417.2
2021-04-03T22:30:00Z,2021-04-03,48,APXMIDP,65.39,359.05
2021-04-03T23:00:00Z,2021-04-04,1,APXMIDP,67.85,275.7
2021-04-03T23:30:00Z,2021-04-04,2,APXMIDP,64.18,251.95
2021-04-04T00:00:00Z,2021-04-04,3,APXMIDP,60.18,255.4
2021-04-04T00:30:00Z,2021-04-04,4,APXMIDP,61.67,369.45
2021-04-04T01:00:00Z,2021-04-04,5,APXMIDP,60.45,480.4
2021-04-04T01:30:00Z,2021-04-04,6,APXMIDP,64.5,409.1
2021-04-04T02:00:00Z,2021-04-04,7,APXMIDP,71.88,530.1
2021-04-04T02:30:00Z,2021-04-04,8,APXMIDP,71.11,509.6
2021-04-04T03:00:00Z,2021-04-04,9,APXMIDP,70.98,441.45
2021-04-04T03:30:00Z,2021-04-04,10,APXMIDP,70.9,521.3
2021-04-04T04:00:00Z,2021-04-04,11,APXMIDP,70.19,338.4
2021-04-04T04:30:00Z,2021-04-04,12,APXMIDP,67.93,396.5
2021-04-04T05:00:00Z,2021-04-04,13,APXMIDP,70.15,428.0
2021-04-04T05:30:00Z,2021-04-04,14,APXMIDP,70.83,430.4
2021-04-04T06:00:00Z,2021-04-04,15,APXMIDP,68.76,868.2
2021-04-04T06:30:00Z,2021-04-04,16,APXMIDP,70.08,750.65
2021-04-04T07:00:00Z,2021-04-04,17,APXMIDP,70.96,586.2
2021-04-04T07:30:00Z,2021-04-04,18,APXMIDP,70.24,716.65
2021-04-04T08:00:00Z,2021-04-04,19,APXMIDP,69.46,1242.7
2021-04-04T08:30:00Z,2021-04-04,20,APXMIDP,67.17,1168.6
2021-04-04T09:00:00Z,2021-04-04,21,APXMIDP,62.44,1434.85
2021-04-04T09:30:00Z,2021-04-04,22,APXMIDP,55.75,1317.15
2021-04-04T10:00:00Z,2021-04-04,23,APXMIDP,48.87,1427.95
2021-04-04T10:30:00Z,2021-04-04,24,APXMIDP,42.73,1408.9
2021-04-04T11:00:00Z,2021-04-04,25,APXMIDP,35.09,1260.55
2021-04-04T11:30:00Z,2021-04-04,26,APXMIDP,32.35,1308.3
2021-04-04T12:00:00Z,2021-04-04,27,APXMIDP,26.08,1369.5
2021-04-04T12:30:00Z,2021-04-04,28,APXMIDP,18.87,1228.35
2021-04-04T13:00:00Z,2021-04-04,29,APXMIDP,16.54,1317.35
2021-04-04T13:30:00Z,2021-04-04,30,APXMIDP,11.99,1405.05
2021-04-04T14:00:00Z,2021-04-04,31,APXMIDP,0.74,943.05
2021-04-04T14:30:00Z,2021-04-04,32,APXMIDP,-1.46,1186.0
2021-04-04T15:00:00Z,2021-04-04,33,APXMIDP,3.91,866.7
2021-04-04T15:30:00Z,2021-04-04,34,APXMIDP,9.76,965.65
2021-04-04T16:00:00Z,2021-04-04,35,APXMIDP,34.83,1039.2
2021-04-04T16:30:00Z,2021-04-04,36,APXMIDP,43.13,948.45
2021-04-04T17:00:00Z,2021-04-04,37,APXMIDP,52.93,936.0
2021-04-04T17:30:00Z,2021-04-04,38,APXMIDP,56.84,861.45
2021-04-04T18:00:00Z,2021-04-04,39,APXMIDP,66.61,1182.1
2021-04-04T18:30:00Z,2021-04-04,40,APXMIDP,59.84,1126.65
2021-04-04T19:00:00Z,2021-04-04,41,APXMIDP,61.1,1409.95
2021-04-04T19:30:00Z,2021-04-04,42,APXMIDP,61.91,1184.7
2021-04-04T20:00:00Z,2021-04-04,43,APXMIDP,50.6,1079.85
2021-04-04T20:30:00Z,2021-04-04,44,APXMIDP,34.39,1017.45
2021-04-04T21:00:00Z,2021-04-04,45,APXMIDP,43.21,928.3
2021-04-04T21:30:00Z,2021-04-04,46,APXMIDP,20.78,1190.15
