timestamp_utc,settlement_date,settlement_period,price
2024-06-02T16:00:00Z,2024-06-02,35,93.99
2024-06-02T16:30:00Z,2024-06-02,36,93.99
2024-06-02T17:00:00Z,2024-06-02,37,97.48
2024-06-02T17:30:00Z,2024-06-02,38,97.48
2024-06-02T18:00:00Z,2024-06-02,39,97.89
2024-06-02T18:30:00Z,2024-06-02,40,97.89
2024-06-02T19:00:00Z,2024-06-02,41,94.39
2024-06-02T19:30:00Z,2024-06-02,42,94.39
2024-06-02T20:00:00Z,2024-06-02,43,87.61
2024-06-02T20:30:00Z,2024-06-02,44,87.61
2024-06-02T21:00:00Z,2024-06-02,45,78.68
2024-06-02T21:30:00Z,2024-06-02,46,78.68
2024-06-02T22:00:00Z,2024-06-02,47,75.28
2024-06-02T22:30:00Z,2024-06-02,48,75.28
2024-06-02T23:00:00Z,2024-06-03,1,71.0
2024-06-02T23:30:00Z,2024-06-03,2,71.0
2024-06-03T00:00:00Z,2024-06-03,3,65.8
2024-06-03T00:30:00Z,2024-06-03,4,65.8
2024-06-03T01:00:00Z,2024-06-03,5,65.08
2024-06-03T01:30:00Z,2024-06-03,6,65.08
2024-06-03T02:00:00Z,2024-06-03,7,63.61
2024-06-03T02:30:00Z,2024-06-03,8,63.61
2024-06-03T03:00:00Z,2024-06-03,9,68.98
2024-06-03T03:30:00Z,2024-06-03,10,68.98
2024-06-03T04:00:00Z,2024-06-03,11,82.66
2024-06-03T04:30:00Z,2024-06-03,12,82.66
2024-06-03T05:00:00Z,2024-06-03,13,88.06
2024-06-03T05:30:00Z,2024-06-03,14,88.06
2024-06-03T06:00:00Z,2024-06-03,15,89.44
2024-06-03T06:30:00Z,2024-06-03,16,89.44
2024-06-03T07:00:00Z,2024-06-03,17,87.39
2024-06-03T07:30:00Z,2024-06-03,18,87.39
2024-06-03T08:00:00Z,2024-06-03,19,86.99
2024-06-03T08:30:00Z,2024-06-03,20,86.99
2024-06-03T09:00:00Z,2024-06-03,21,80.03
2024-06-03T09:30:00Z,2024-06-03,22,80.03
2024-06-03T10:00:00Z,2024-06-03,23,76.99
2024-06-03T10:30:00Z,2024-06-03,24,76.99
2024-06-03T11:00:00Z,2024-06-03,25,73.47
2024-06-03T11:30:00Z,2024-06-03,26,73.47
2024-06-03T12:00:00Z,2024-06-03,27,70.33
2024-06-03T12:30:00Z,2024-06-03,28,70.33
2024-06-03T13:00:00Z,2024-06-03,29,71.86
2024-06-03T13:30:00Z,2024-06-03,30,71.86
2024-06-03T14:00:00Z,2024-06-03,31,82.0
2024-06-03T14:30:00Z,2024-06-03,32,82.0
2024-06-03T15:00:00Z,2024-06-03,33,86.73
2024-06-03T15:30:00Z,2024-06-03,34,86.73
2024-06-03T16:00:00Z,2024-06-03,35,102.12
2024-06-03T16:30:00Z,2024-06-03,36,102.12
2024-06-03T17:00:00Z,2024-06-03,37,108.85
2024-06-03T17:30:00Z,2024-06-03,38,108.85
2024-06-03T18:00:00Z,2024-06-03,39,104.07
2024-06-03T18:30:00Z,2024-06-03,40,104.07
2024-06-03T19:00:00Z,2024-06-03,41,91.95
2024-06-03T19:30:00Z,2024-06-03,42,91.95
2024-06-03T20:00:00Z,2024-06-03,43,81.58
2024-06-03T20:30:00Z,2024-06-03,44,81.58
2024-06-03T21:00:00Z,2024-06-03,45,92.2
2024-06-03T21:30:00Z,2024-06-03,46,92.2
2024-06-03T22:00:00Z,2024-06-03,47,83.69
2024-06-03T22:30:00Z,2024-06-03,48,83.69
2024-06-03T23:00:00Z,2024-06-04,1,82.34
2024-06-03T23:30:00Z,2024-06-04,2,82.34
2024-06-04T00:00:00Z,2024-06-04,3,77.18
2024-06-04T00:30:00Z,2024-06-04,4,77.18
2024-06-04T01:00:00Z,2024-06-04,5,73.35
2024-06-04T01:30:00Z,2024-06-04,6,73.35
2024-06-04T02:00:00Z,2024-06-04,7,73.94
2024-06-04T02:30:00Z,2024-06-04,8,73.94
2024-06-04T03:00:00Z,2024-06-04,9,78.98
2024-06-04T03:30:00Z,2024-06-04,10,78.98
2024-06-04T04:00:00Z,2024-06-04,11,103.08
2024-06-04T04:30:00Z,2024-06-04,12,103.08
2024-06-04T05:00:00Z,2024-06-04,13,103.94
2024-06-04T05:30:00Z,2024-06-04,14,103.94
2024-06-04T06:00:00Z,2024-06-04,15,87.59
2024-06-04T06:30:00Z,2024-06-04,16,87.59
2024-06-04T07:00:00Z,2024-06-04,17,77.08
2024-06-04T07:30:00Z,2024-06-04,18,77.08
2024-06-04T08:00:00Z,2024-06-04,19,62.1
2024-06-04T08:30:00Z,2024-06-04,20,62.1
2024-06-04T09:00:00Z,2024-06-04,21,51.82
2024-06-04T09:30:00Z,2024-06-04,22,51.82
2024-06-04T10:00:00Z,2024-06-04,23,40.9
2024-06-04T10:30:00Z,2024-06-04,24,40.9
2024-06-04T11:00:00Z,2024-06-04,25,37.83
2024-06-04T11:30:00Z,2024-06-04,26,37.83
2024-06-04T12:00:00Z,2024-06-04,27,35.23
2024-06-04T12:30:00Z,2024-06-04,28,35.23
2024-06-04T13:00:00Z,2024-06-04,29,39.37
2024-06-04T13:30:00Z,2024-06-04,30,39.37
2024-06-04T14:00:00Z,2024-06-04,31,54.07
2024-06-04T14:30:00Z,2024-06-04,32,54.07
2024-06-04T15:00:00Z,2024-06-04,33,71.89
2024-06-04T15:30:00Z,2024-06-04,34,71.89
2024-06-04T16:00:00Z,2024-06-04,35,87.04
2024-06-04T16:30:00Z,2024-06-04,36,87.04
2024-06-04T17:00:00Z,2024-06-04,37,95.21
2024-06-04T17:30:00Z,2024-06-04,38,95.21
2024-06-04T18:00:00Z,2024-06-04,39,98.0
2024-06-04T18:30:00Z,2024-06-04,40,98.0
2024-06-04T19:00:00Z,2024-06-04,41,92.01
2024-06-04T19:30:00Z,2024-06-04,42,92.01
2024-06-04T20:00:00Z,2024-06-04,43,76.61
2024-06-04T20:30:00Z,2024-06-04,44,76.61
2024-06-04T21:00:00Z,2024-06-04,45,54.39
2024-06-04T21:30:00Z,2024-06-04,46,54.39
2024-06-04T22:00:00Z,2024-06-04,47,42.21
2024-06-04T22:30:00Z,2024-06-04,48,42.21
2024-06-04T23:00:00Z,2024-06-05,1,34.91
2024-06-04T23:30:00Z,2024-06-05,2,34.91
2024-06-05T00:00:00Z,2024-06-05,3,33.35
2024-06-05T00:30:00Z,2024-06-05,4,33.35
2024-06-05T01:00:00Z,2024-06-05,5,31.44
2024-06-05T01:30:00Z,2024-06-05,6,31.44
2024-06-05T02:00:00Z,2024-06-05,7,36.99
2024-06-05T02:30:00Z,2024-06-05,8,36.99
2024-06-05T03:00:00Z,2024-06-05,9,51.59
2024-06-05T03:30:00Z,2024-06-05,10,51.59
2024-06-05T04:00:00Z,2024-06-05,11,82.35
2024-06-05T04:30:00Z,2024-06-05,12,82.35
2024-06-05T05:00:00Z,2024-06-05,13,93.09
2024-06-05T05:30:00Z,2024-06-05,14,93.09
2024-06-05T06:00:00Z,2024-06-05,15,89.32
2024-06-05T06:30:00Z,2024-06-05,16,89.32
2024-06-05T07:00:00Z,2024-06-05,17,78.08
2024-06-05T07:30:00Z,2024-06-05,18,78.08
2024-06-05T08:00:00Z,2024-06-05,19,59.82
2024-06-05T08:30:00Z,2024-06-05,20,59.82
2024-06-05T09:00:00Z,2024-06-05,21,54.98
2024-06-05T09:30:00Z,2024-06-05,22,54.98
2024-06-05T10:00:00Z,2024-06-05,23,49.55
2024-06-05T10:30:00Z,2024-06-05,24,49.55
2024-06-05T11:00:00Z,2024-06-05,25,37.31
2024-06-05T11:30:00Z,2024-06-05,26,37.31
2024-06-05T12:00:00Z,2024-06-05,27,25.38
2024-06-05T12:30:00Z,2024-06-05,28,25.38
2024-06-05T13:00:00Z,2024-06-05,29,37.61
2024-06-05T13:30:00Z,2024-06-05,30,37.61
2024-06-05T14:00:00Z,2024-06-05,31,51.22
2024-06-05T14:30:00Z,2024-06-05,32,51.22
2024-06-05T15:00:00Z,2024-06-05,33,75.28
2024-06-05T15:30:00Z,2024-06-05,34,75.28
2024-06-05T16:00:00Z,2024-06-05,35,94.88
2024-06-05T16:30:00Z,2024-06-05,36,94.88
2024-06-05T17:00:00Z,2024-06-05,37,104.02
2024-06-05T17:30:00Z,2024-06-05,38,104.02
2024-06-05T18:00:00Z,2024-06-05,39,104.85
2024-06-05T18:30:00Z,2024-06-05,40,104.85
2024-06-05T19:00:00Z,2024-06-05,41,103.73
2024-06-05T19:30:00Z,2024-06-05,42,103.73
2024-06-05T20:00:00Z,2024-06-05,43,90.83
2024-06-05T20:30:00Z,2024-06-05,44,90.83
2024-06-05T21:00:00Z,2024-06-05,45,76.16
2024-06-05T21:30:00Z,2024-06-05,46,76.16
2024-06-05T22:00:00Z,2024-06-05,47,69.7
2024-06-05T22:30:00Z,2024-06-05,48,69.7
2024-06-05T23:00:00Z,2024-06-06,1,65.41
2024-06-05T23:30:00Z,2024-06-06,2,65.41
2024-06-06T00:00:00Z,2024-06-06,3,63.77
2024-06-06T00:30:00Z,2024-06-06,4,63.77
2024-06-06T01:00:00Z,2024-06-06,5,65.01
2024-06-06T01:30:00Z,2024-06-06,6,65.01
2024-06-06T02:00:00Z,2024-06-06,7,69.01
2024-06-06T02:30:00Z,2024-06-06,8,69.01
2024-06-06T03:00:00Z,2024-06-06,9,79.47
2024-06-06T03:30:00Z,2024-06-06,10,79.47
2024-06-06T04:00:00Z,2024-06-06,11,96.24
2024-06-06T04:30:00Z,2024-06-06,12,96.24
2024-06-06T05:00:00Z,2024-06-06,13,95.78
2024-06-06T05:30:00Z,2024-06-06,14,95.78
2024-06-06T06:00:00Z,2024-06-06,15,96.0
2024-06-06T06:30:00Z,2024-06-06,16,96.0
2024-06-06T07:00:00Z,2024-06-06,17,85.62
2024-06-06T07:30:00Z,2024-06-06,18,85.62
2024-06-06T08:00:00Z,2024-06-06,19,74.84
2024-06-06T08:30:00Z,2024-06-06,20,74.84
2024-06-06T09:00:00Z,2024-06-06,21,73.54
2024-06-06T09:30:00Z,2024-06-06,22,73.54
2024-06-06T10:00:00Z,2024-06-06,23,67.27
2024-06-06T10:30:00Z,2024-06-06,24,67.27
2024-06-06T11:00:00Z,2024-06-06,25,60.92
2024-06-06T11:30:00Z,2024-06-06,26,60.92
2024-06-06T12:00:00Z,2024-06-06,27,49.02
2024-06-06T12:30:00Z,2024-06-06,28,49.02
2024-06-06T13:00:00Z,2024-06-06,29,55.14
2024-06-06T13:30:00Z,2024-06-06,30,55.14
2024-06-06T14:00:00Z,2024-06-06,31,70.01
2024-06-06T14:30:00Z,2024-06-06,32,70.01
2024-06-06T15:00:00Z,2024-06-06,33,84.12
2024-06-06T15:30:00Z,2024-06-06,34,84.12
2024-06-06T16:00:00Z,2024-06-06,35,97.71
2024-06-06T16:30:00Z,2024-06-06,36,97.71
2024-06-06T17:00:00Z,2024-06-06,37,105.81
2024-06-06T17:30:00Z,2024-06-06,38,105.81
2024-06-06T18:00:00Z,2024-06-06,39,105.34
2024-06-06T18:30:00Z,2024-06-06,40,105.34
2024-06-06T19:00:00Z,2024-06-06,41,99.72
2024-06-06T19:30:00Z,2024-06-06,42,99.72
2024-06-06T20:00:00Z,2024-06-06,43,85.27
2024-06-06T20:30:00Z,2024-06-06,44,85.27
2024-06-06T21:00:00Z,2024-06-06,45,83.79
2024-06-06T21:30:00Z,2024-06-06,46,83.79
2024-06-06T22:00:00Z,2024-06-06,47,75.87
2024-06-06T22:30:00Z,2024-06-06,48,75.87
2024-06-06T23:00:00Z,2024-06-07,1,73.72
2024-06-06T23:30:00Z,2024-06-07,2,73.72
2024-06-07T00:00:00Z,2024-06-07,3,70.11
2024-06-07T00:30:00Z,2024-06-07,4,70.11
2024-06-07T01:00:00Z,2024-06-07,5,68.88
2024-06-07T01:30:00Z,2024-06-07,6,68.88
2024-06-07T02:00:00Z,2024-06-07,7,66.37
2024-06-07T02:30:00Z,2024-06-07,8,66.37
2024-06-07T03:00:00Z,2024-06-07,9,73.98
2024-06-07T03:30:00Z,2024-06-07,10,73.98
2024-06-07T04:00:00Z,2024-06-07,11,93.4
2024-06-07T04:30:00Z,2024-06-07,12,93.4
2024-06-07T05:00:00Z,2024-06-07,13,85.79
2024-06-07T05:30:00Z,2024-06-07,14,85.79
2024-06-07T06:00:00Z,2024-06-07,15,75.86
2024-06-07T06:30:00Z,2024-06-07,16,75.86
2024-06-07T07:00:00Z,2024-06-07,17,68.3
2024-06-07T07:30:00Z,2024-06-07,18,68.3
2024-06-07T08:00:00Z,2024-06-07,19,56.91
2024-06-07T08:30:00Z,2024-06-07,20,56.91
2024-06-07T09:00:00Z,2024-06-07,21,52.26
2024-06-07T09:30:00Z,2024-06-07,22,52.26
2024-06-07T10:00:00Z,2024-06-07,23,34.8
2024-06-07T10:30:00Z,2024-06-07,24,34.8
2024-06-07T11:00:00Z,2024-06-07,25,16.2
2024-06-07T11:30:00Z,2024-06-07,26,16.2
2024-06-07T12:00:00Z,2024-06-07,27,16.58
2024-06-07T12:30:00Z,2024-06-07,28,16.58
2024-06-07T13:00:00Z,2024-06-07,29,27.88
2024-06-07T13:30:00Z,2024-06-07,30,27.88
2024-06-07T14:00:00Z,2024-06-07,31,44.36
2024-06-07T14:30:00Z,2024-06-07,32,44.36
2024-06-07T15:00:00Z,2024-06-07,33,69.4
2024-06-07T15:30:00Z,2024-06-07,34,69.4
2024-06-07T16:00:00Z,2024-06-07,35,83.92
2024-06-07T16:30:00Z,2024-06-07,36,83.92
2024-06-07T17:00:00Z,2024-06-07,37,95.57
2024-06-07T17:30:00Z,2024-06-07,38,95.57
2024-06-07T18:00:00Z,2024-06-07,39,97.31
2024-06-07T18:30:00Z,2024-06-07,40,97.31
2024-06-07T19:00:00Z,2024-06-07,41,88.39
2024-06-07T19:30:00Z,2024-06-07,42,88.39
2024-06-07T20:00:00Z,2024-06-07,43,74.95
2024-06-07T20:30:00Z,2024-06-07,44,74.95
2024-06-07T21:00:00Z,2024-06-07,45,68.72
2024-06-07T21:30:00Z,2024-06-07,46,68.72
2024-06-07T22:00:00Z,2024-06-07,47,57.24
2024-06-07T22:30:00Z,2024-06-07,48,57.24
2024-06-07T23:00:00Z,2024-06-08,1,44.08
2024-06-07T23:30:00Z,2024-06-08,2,44.08
2024-06-08T00:00:00Z,2024-06-08,3,38.62
2024-06-08T00:30:00Z,2024-06-08,4,38.62
2024-06-08T01:00:00Z,2024-06-08,5,33.65
2024-06-08T01:30:00Z,2024-06-08,6,33.65
2024-06-08T02:00:00Z,2024-06-08,7,33.66
2024-06-08T02:30:00Z,2024-06-08,8,33.66
2024-06-08T03:00:00Z,2024-06-08,9,31.3
2024-06-08T03:30:00Z,2024-06-08,10,31.3
2024-06-08T04:00:00Z,2024-06-08,11,31.78
2024-06-08T04:30:00Z,2024-06-08,12,31.78
2024-06-08T05:00:00Z,2024-06-08,13,23.47
2024-06-08T05:30:00Z,2024-06-08,14,23.47
2024-06-08T06:00:00Z,2024-06-08,15,9.3
2024-06-08T06:30:00Z,2024-06-08,16,9.3
2024-06-08T07:00:00Z,2024-06-08,17,2.85
2024-06-08T07:30:00Z,2024-06-08,18,2.85
2024-06-08T08:00:00Z,2024-06-08,19,0.26
2024-06-08T08:30:00Z,2024-06-08,20,0.26
2024-06-08T09:00:00Z,2024-06-08,21,-4.71
2024-06-08T09:30:00Z,2024-06-08,22,-4.71
2024-06-08T10:00:00Z,2024-06-08,23,-9.13
2024-06-08T10:30:00Z,2024-06-08,24,-9.13
2024-06-08T11:00:00Z,2024-06-08,25,-13.08
2024-06-08T11:30:00Z,2024-06-08,26,-13.08
2024-06-08T12:00:00Z,2024-06-08,27,-11.99
2024-06-08T12:30:00Z,2024-06-08,28,-11.99
2024-06-08T13:00:00Z,2024-06-08,29,-7.82
2024-06-08T13:30:00Z,2024-06-08,30,-7.82
2024-06-08T14:00:00Z,2024-06-08,31,3.92
2024-06-08T14:30:00Z,2024-06-08,32,3.92
2024-06-08T15:00:00Z,2024-06-08,33,37.28
2024-06-08T15:30:00Z,2024-06-08,34,37.28
2024-06-08T16:00:00Z,2024-06-08,35,73.46
2024-06-08T16:30:00Z,2024-06-08,36,73.46
2024-06-08T17:00:00Z,2024-06-08,37,85.3
2024-06-08T17:30:00Z,2024-06-08,38,85.3
2024-06-08T18:00:00Z,2024-06-08,39,95.02
2024-06-08T18:30:00Z,2024-06-08,40,95.02
2024-06-08T19:00:00Z,2024-06-08,41,89.43
2024-06-08T19:30:00Z,2024-06-08,42,89.43
2024-06-08T20:00:00Z,2024-06-08,43,78.0
2024-06-08T20:30:00Z,2024-06-08,44,78.0
2024-06-08T21:00:00Z,2024-06-08,45,48.87
2024-06-08T21:30:00Z,2024-06-08,46,48.87
2024-06-08T22:00:00Z,2024-06-08,47,26.65
2024-06-08T22:30:00Z,2024-06-08,48,26.65
2024-06-08T23:00:00Z,2024-06-09,1,13.54
2024-06-08T23:30:00Z,2024-06-09,2,13.54
2024-06-09T00:00:00Z,2024-06-09,3,12.24
2024-06-09T00:30:00Z,2024-06-09,4,12.24
2024-06-09T01:00:00Z,2024-06-09,5,10.2
2024-06-09T01:30:00Z,2024-06-09,6,10.2
2024-06-09T02:00:00Z,2024-06-09,7,7.66
2024-06-09T02:30:00Z,2024-06-09,8,7.66
2024-06-09T03:00:00Z,2024-06-09,9,5.89
2024-06-09T03:30:00Z,2024-06-09,10,5.89
2024-06-09T04:00:00Z,2024-06-09,11,1.71
2024-06-09T04:30:00Z,2024-06-09,12,1.71
2024-06-09T05:00:00Z,2024-06-09,13,-2.0
2024-06-09T05:30:00Z,2024-06-09,14,-2.0
2024-06-09T06:00:00Z,2024-06-09,15,-3.04
2024-06-09T06:30:00Z,2024-06-09,16,-3.04
2024-06-09T07:00:00Z,2024-06-09,17,-6.75
2024-06-09T07:30:00Z,2024-06-09,18,-6.75
2024-06-09T08:00:00Z,2024-06-09,19,-4.62
2024-06-09T08:30:00Z,2024-06-09,20,-4.62
2024-06-09T09:00:00Z,2024-06-09,21,-3.98
2024-06-09T09:30:00Z,2024-06-09,22,-3.98
2024-06-09T10:00:00Z,2024-06-09,23,-1.4
2024-06-09T10:30:00Z,2024-06-09,24,-1.4
2024-06-09T11:00:00Z,2024-06-09,25,-0.34
2024-06-09T11:30:00Z,2024-06-09,26,-0.34
2024-06-09T12:00:00Z,2024-06-09,27,1.56
2024-06-09T12:30:00Z,2024-06-09,28,1.56
2024-06-09T13:00:00Z,2024-06-09,29,14.23
2024-06-09T13:30:00Z,2024-06-09,30,14.23
2024-06-09T14:00:00Z,2024-06-09,31,58.61
2024-06-09T14:30:00Z,2024-06-09,32,58.61
2024-06-09T15:00:00Z,2024-06-09,33,86.15
2024-06-09T15:30:00Z,2024-06-09,34,86.15
2024-06-09T16:00:00Z,2024-06-09,35,91.18
2024-06-09T16:30:00Z,2024-06-09,36,91.18
2024-06-09T17:00:00Z,2024-06-09,37,96.31
2024-06-09T17:30:00Z,2024-06-09,38,96.31
2024-06-09T18:00:00Z,2024-06-09,39,96.01
2024-06-09T18:30:00Z,2024-06-09,40,96.01
2024-06-09T19:00:00Z,2024-06-09,41,94.91
2024-06-09T19:30:00Z,2024-06-09,42,94.91
2024-06-09T20:00:00Z,2024-06-09,43,79.58
2024-06-09T20:30:00Z,2024-06-09,44,79.58
2024-06-09T21:00:00Z,2024-06-09,45,84.95
2024-06-09T21:30:00Z,2024-06-09,46,84.95
2024-06-09T22:00:00Z,2024-06-09,47,70.75
2024-06-09T22:30:00Z,2024-06-09,48,70.75
2024-06-09T23:00:00Z,2024-06-10,1,66.96
2024-06-09T23:30:00Z,2024-06-10,2,66.96
2024-06-10T00:00:00Z,2024-06-10,3,64.29
2024-06-10T00:30:00Z,2024-06-10,4,64.29
2024-06-10T01:00:00Z,2024-06-10,5,60.33
2024-06-10T01:30:00Z,2024-06-10,6,60.33
2024-06-10T02:00:00Z,2024-06-10,7,55.54
2024-06-10T02:30:00Z,2024-06-10,8,55.54
2024-06-10T03:00:00Z,2024-06-10,9,58.78
2024-06-10T03:30:00Z,2024-06-10,10,58.78
2024-06-10T04:00:00Z,2024-06-10,11,82.56
2024-06-10T04:30:00Z,2024-06-10,12,82.56
2024-06-10T05:00:00Z,2024-06-10,13,93.73
2024-06-10T05:30:00Z,2024-06-10,14,93.73
2024-06-10T06:00:00Z,2024-06-10,15,94.92
2024-06-10T06:30:00Z,2024-06-10,16,94.92
2024-06-10T07:00:00Z,2024-06-10,17,86.57
2024-06-10T07:30:00Z,2024-06-10,18,86.57
2024-06-10T08:00:00Z,2024-06-10,19,70.93
2024-06-10T08:30:00Z,2024-06-10,20,70.93
2024-06-10T09:00:00Z,2024-06-10,21,69.66
2024-06-10T09:30:00Z,2024-06-10,22,69.66
2024-06-10T10:00:00Z,2024-06-10,23,57.36
2024-06-10T10:30:00Z,2024-06-10,24,57.36
2024-06-10T11:00:00Z,2024-06-10,25,52.1
2024-06-10T11:30:00Z,2024-06-10,26,52.1
2024-06-10T12:00:00Z,2024-06-10,27,48.73
2024-06-10T12:30:00Z,2024-06-10,28,48.73
2024-06-10T13:00:00Z,2024-06-10,29,42.61
2024-06-10T13:30:00Z,2024-06-10,30,42.61
2024-06-10T14:00:00Z,2024-06-10,31,56.57
2024-06-10T14:30:00Z,2024-06-10,32,56.57
2024-06-10T15:00:00Z,2024-06-10,33,71.35
2024-06-10T15:30:00Z,2024-06-10,34,71.35
2024-06-10T16:00:00Z,2024-06-10,35,88.93
2024-06-10T16:30:00Z,2024-06-10,36,88.93
2024-06-10T17:00:00Z,2024-06-10,37,93.76
2024-06-10T17:30:00Z,2024-06-10,38,93.76
2024-06-10T18:00:00Z,2024-06-10,39,93.06
2024-06-10T18:30:00Z,2024-06-10,40,93.06
2024-06-10T19:00:00Z,2024-06-10,41,90.32
2024-06-10T19:30:00Z,2024-06-10,42,90.32
2024-06-10T20:00:00Z,2024-06-10,43,74.05
2024-06-10T20:30:00Z,2024-06-10,44,74.05
2024-06-10T21:00:00Z,2024-06-10,45,64.26
2024-06-10T21:30:00Z,2024-06-10,46,64.26
2024-06-10T22:00:00Z,2024-06-10,47,53.79
2024-06-10T22:30:00Z,2024-06-10,48,53.79
2024-06-10T23:00:00Z,2024-06-11,1,51.49
2024-06-10T23:30:00Z,2024-06-11,2,51.49
2024-06-11T00:00:00Z,2024-06-11,3,43.57
2024-06-11T00:30:00Z,2024-06-11,4,43.57
2024-06-11T01:00:00Z,2024-06-11,5,42.72
2024-06-11T01:30:00Z,2024-06-11,6,42.72
2024-06-11T02:00:00Z,2024-06-11,7,45.88
2024-06-11T02:30:00Z,2024-06-11,8,45.88
2024-06-11T03:00:00Z,2024-06-11,9,58.61
2024-06-11T03:30:00Z,2024-06-11,10,58.61
2024-06-11T04:00:00Z,2024-06-11,11,73.71
2024-06-11T04:30:00Z,2024-06-11,12,73.71
2024-06-11T05:00:00Z,2024-06-11,13,76.63
2024-06-11T05:30:00Z,2024-06-11,14,76.63
2024-06-11T06:00:00Z,2024-06-11,15,77.84
2024-06-11T06:30:00Z,2024-06-11,16,77.84
2024-06-11T07:00:00Z,2024-06-11,17,76.75
2024-06-11T07:30:00Z,2024-06-11,18,76.75
2024-06-11T08:00:00Z,2024-06-11,19,70.93
2024-06-11T08:30:00Z,2024-06-11,20,70.93
2024-06-11T09:00:00Z,2024-06-11,21,76.0
2024-06-11T09:30:00Z,2024-06-11,22,76.0
2024-06-11T10:00:00Z,2024-06-11,23,83.5
2024-06-11T10:30:00Z,2024-06-11,24,83.5
2024-06-11T11:00:00Z,2024-06-11,25,79.66
2024-06-11T11:30:00Z,2024-06-11,26,79.66
2024-06-11T12:00:00Z,2024-06-11,27,75.02
2024-06-11T12:30:00Z,2024-06-11,28,75.02
2024-06-11T13:00:00Z,2024-06-11,29,69.46
2024-06-11T13:30:00Z,2024-06-11,30,69.46
2024-06-11T14:00:00Z,2024-06-11,31,75.66
2024-06-11T14:30:00Z,2024-06-11,32,75.66
2024-06-11T15:00:00Z,2024-06-11,33,81.2
2024-06-11T15:30:00Z,2024-06-11,34,81.2
2024-06-11T16:00:00Z,2024-06-11,35,89.03
2024-06-11T16:30:00Z,2024-06-11,36,89.03
2024-06-11T17:00:00Z,2024-06-11,37,101.65
2024-06-11T17:30:00Z,2024-06-11,38,101.65
2024-06-11T18:00:00Z,2024-06-11,39,101.93
2024-06-11T18:30:00Z,2024-06-11,40,101.93
2024-06-11T19:00:00Z,2024-06-11,41,94.78
2024-06-11T19:30:00Z,2024-06-11,42,94.78
2024-06-11T20:00:00Z,2024-06-11,43,78.13
2024-06-11T20:30:00Z,2024-06-11,44,78.13
2024-06-11T21:00:00Z,2024-06-11,45,80.64
2024-06-11T21:30:00Z,2024-06-11,46,80.64
2024-06-11T22:00:00Z,2024-06-11,47,75.02
2024-06-11T22:30:00Z,2024-06-11,48,75.02
2024-06-11T23:00:00Z,2024-06-12,1,73.6
2024-06-11T23:30:00Z,2024-06-12,2,73.6
2024-06-12T00:00:00Z,2024-06-12,3,70.52
2024-06-12T00:30:00Z,2024-06-12,4,70.52
2024-06-12T01:00:00Z,2024-06-12,5,70.56
2024-06-12T01:30:00Z,2024-06-12,6,70.56
2024-06-12T02:00:00Z,2024-06-12,7,71.46
2024-06-12T02:30:00Z,2024-06-12,8,71.46
2024-06-12T03:00:00Z,2024-06-12,9,81.4
2024-06-12T03:30:00Z,2024-06-12,10,81.4
2024-06-12T04:00:00Z,2024-06-12,11,89.21
2024-06-12T04:30:00Z,2024-06-12,12,89.21
2024-06-12T05:00:00Z,2024-06-12,13,77.4
2024-06-12T05:30:00Z,2024-06-12,14,77.4
2024-06-12T06:00:00Z,2024-06-12,15,85.58
2024-06-12T06:30:00Z,2024-06-12,16,85.58
2024-06-12T07:00:00Z,2024-06-12,17,83.92
2024-06-12T07:30:00Z,2024-06-12,18,83.92
2024-06-12T08:00:00Z,2024-06-12,19,84.95
2024-06-12T08:30:00Z,2024-06-12,20,84.95
2024-06-12T09:00:00Z,2024-06-12,21,89.73
2024-06-12T09:30:00Z,2024-06-12,22,89.73
2024-06-12T10:00:00Z,2024-06-12,23,91.85
2024-06-12T10:30:00Z,2024-06-12,24,91.85
2024-06-12T11:00:00Z,2024-06-12,25,83.38
2024-06-12T11:30:00Z,2024-06-12,26,83.38
2024-06-12T12:00:00Z,2024-06-12,27,78.79
2024-06-12T12:30:00Z,2024-06-12,28,78.79
2024-06-12T13:00:00Z,2024-06-12,29,81.62
2024-06-12T13:30:00Z,2024-06-12,30,81.62
2024-06-12T14:00:00Z,2024-06-12,31,86.36
2024-06-12T14:30:00Z,2024-06-12,32,86.36
2024-06-12T15:00:00Z,2024-06-12,33,88.29
2024-06-12T15:30:00Z,2024-06-12,34,88.29
2024-06-12T16:00:00Z,2024-06-12,35,100.25
2024-06-12T16:30:00Z,2024-06-12,36,100.25
2024-06-12T17:00:00Z,2024-06-12,37,112.2
2024-06-12T17:30:00Z,2024-06-12,38,112.2
2024-06-12T18:00:00Z,2024-06-12,39,114.42
2024-06-12T18:30:00Z,2024-06-12,40,114.42
2024-06-12T19:00:00Z,2024-06-12,41,105.1
2024-06-12T19:30:00Z,2024-06-12,42,105.1
2024-06-12T20:00:00Z,2024-06-12,43,88.29
2024-06-12T20:30:00Z,2024-06-12,44,88.29
2024-06-12T21:00:00Z,2024-06-12,45,87.05
2024-06-12T21:30:00Z,2024-06-12,46,87.05
2024-06-12T22:00:00Z,2024-06-12,47,80.1
2024-06-12T22:30:00Z,2024-06-12,48,80.1
2024-06-12T23:00:00Z,2024-06-13,1,75.87
2024-06-12T23:30:00Z,2024-06-13,2,75.87
2024-06-13T00:00:00Z,2024-06-13,3,72.0
2024-06-13T00:30:00Z,2024-06-13,4,72.0
