ref_datetime,valid_datetime,latitude,longitude,Temperature,WindSpeed,WindSpeed:100,WindDirection:100,CloudCover,RelativeHumidity,PressureReducedMSL,SolarDownwardRadiation,TotalPrecipitation
2024-10-07T00:00:00Z,2024-10-07T00:00:00Z,52.2499177,1.3894081,14.7,4.56,7.95,219.79,0.91,93.38,99500.33,0.0,
2024-10-07T00:00:00Z,2024-10-07T01:00:00Z,52.2499177,1.3894081,14.39,5.33,9.17,228.82,0.78,91.97,99574.93,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T02:00:00Z,52.2499177,1.3894081,13.75,5.06,8.66,243.64,0.94,90.55,99574.93,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T03:00:00Z,52.2499177,1.3894081,13.61,4.97,8.63,245.55,0.7,88.04,99674.41,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T04:00:00Z,52.2499177,1.3894081,12.83,5.37,9.24,244.45,0.59,85.06,99724.15,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T05:00:00Z,52.2499177,1.3894081,12.05,4.24,7.79,233.17,0.83,89.14,99798.76,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T06:00:00Z,52.2499177,1.3894081,11.84,3.19,6.66,227.92,0.66,91.34,99798.76,18.58,0.0
2024-10-07T00:00:00Z,2024-10-07T07:00:00Z,52.2499177,1.3894081,11.95,3.31,6.74,219.33,0.78,92.12,99848.49,90.59,0.0
2024-10-07T00:00:00Z,2024-10-07T08:00:00Z,52.2499177,1.3894081,12.89,4.07,6.79,214.01,0.59,89.77,99947.97,188.4,0.0
2024-10-07T00:00:00Z,2024-10-07T09:00:00Z,52.2499177,1.3894081,14.12,5.3,8.1,217.2,0.62,84.75,99947.97,258.28,0.0
2024-10-07T00:00:00Z,2024-10-07T10:00:00Z,52.2499177,1.3894081,15.09,5.54,8.5,219.21,1.0,78.4,99947.97,274.06,0.0
2024-10-07T00:00:00Z,2024-10-07T11:00:00Z,52.2499177,1.3894081,15.9,5.25,8.01,216.39,0.98,73.07,99923.1,337.74,0.0
2024-10-07T00:00:00Z,2024-10-07T12:00:00Z,52.2499177,1.3894081,16.87,5.36,8.07,213.59,0.65,68.75,99898.23,324.39,0.0
2024-10-07T00:00:00Z,2024-10-07T13:00:00Z,52.2499177,1.3894081,17.46,5.28,7.99,212.74,0.66,64.75,99898.23,309.98,0.0
2024-10-07T00:00:00Z,2024-10-07T14:00:00Z,52.2499177,1.3894081,17.94,4.87,7.54,208.13,0.46,61.22,99898.23,227.46,0.0
2024-10-07T00:00:00Z,2024-10-07T15:00:00Z,52.2499177,1.3894081,17.52,5.45,8.73,202.01,0.88,62.71,99873.36,136.7,0.0
2024-10-07T00:00:00Z,2024-10-07T16:00:00Z,52.2499177,1.3894081,16.27,4.49,7.32,190.43,0.28,75.61,99848.49,50.95,0.0
2024-10-07T00:00:00Z,2024-10-07T17:00:00Z,52.2499177,1.3894081,15.06,3.98,7.16,184.69,0.97,82.24,99848.49,1.11,0.0
2024-10-07T00:00:00Z,2024-10-07T18:00:00Z,52.2499177,1.3894081,13.85,3.22,6.66,182.15,1.0,87.73,99848.49,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T19:00:00Z,52.2499177,1.3894081,12.97,2.14,5.92,184.38,1.0,89.46,99848.49,0.11,0.0
2024-10-07T00:00:00Z,2024-10-07T20:00:00Z,52.2499177,1.3894081,12.43,2.04,6.08,168.91,1.0,91.02,99848.49,0.09,0.0
2024-10-07T00:00:00Z,2024-10-07T21:00:00Z,52.2499177,1.3894081,12.43,1.1,4.29,158.12,1.0,90.24,99823.62,0.27,0.0
2024-10-07T00:00:00Z,2024-10-07T22:00:00Z,52.2499177,1.3894081,12.38,1.37,4.78,129.26,1.0,91.97,99724.15,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T23:00:00Z,52.2499177,1.3894081,12.86,1.64,5.42,130.31,1.0,93.38,99674.41,0.0,0.1
2024-10-07T00:00:00Z,2024-10-08T00:00:00Z,52.2499177,1.3894081,13.51,2.31,6.43,142.2,1.0,91.65,99624.67,0.4,0.05
2024-10-07T00:00:00Z,2024-10-08T01:00:00Z,52.2499177,1.3894081,13.77,2.78,6.79,150.29,1.0,92.44,99624.67,0.0,0.46
2024-10-07T00:00:00Z,2024-10-08T02:00:00Z,52.2499177,1.3894081,13.88,2.79,6.11,160.6,1.0,93.69,99574.93,0.31,0.29
2024-10-07T00:00:00Z,2024-10-08T03:00:00Z,52.2499177,1.3894081,13.83,2.71,6.09,161.24,0.99,94.95,99525.2,0.0,0.01
2024-10-07T00:00:00Z,2024-10-08T04:00:00Z,52.2499177,1.3894081,13.53,2.6,6.0,159.74,1.0,95.57,99475.45,0.75,0.0
2024-10-07T00:00:00Z,2024-10-08T05:00:00Z,52.2499177,1.3894081,13.32,2.45,6.11,182.27,0.98,95.57,99450.59,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T06:00:00Z,52.2499177,1.3894081,13.21,2.61,5.97,195.18,0.99,95.89,99450.59,16.18,0.0
2024-10-07T00:00:00Z,2024-10-08T07:00:00Z,52.2499177,1.3894081,13.48,3.09,6.09,200.67,0.89,93.69,99500.33,81.99,0.0
2024-10-07T00:00:00Z,2024-10-08T08:00:00Z,52.2499177,1.3894081,14.02,2.95,4.93,198.66,0.81,91.34,99574.93,176.25,0.0
2024-10-07T00:00:00Z,2024-10-08T09:00:00Z,52.2499177,1.3894081,15.02,3.84,5.67,199.3,0.85,84.91,99599.8,221.74,0.0
2024-10-07T00:00:00Z,2024-10-08T10:00:00Z,52.2499177,1.3894081,15.85,3.98,6.1,196.96,1.0,80.12,99574.93,244.31,0.02
2024-10-07T00:00:00Z,2024-10-08T11:00:00Z,52.2499177,1.3894081,16.39,5.66,8.69,198.75,0.98,75.26,99525.2,244.14,0.48
2024-10-07T00:00:00Z,2024-10-08T12:00:00Z,52.2499177,1.3894081,16.22,4.73,6.96,189.97,0.64,81.93,99525.2,307.14,0.03
2024-10-07T00:00:00Z,2024-10-08T13:00:00Z,52.2499177,1.3894081,16.81,5.04,7.55,193.71,0.56,76.67,99500.33,286.92,0.05
2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,52.2499177,1.3894081,16.56,4.56,6.85,193.62,0.69,79.26,99475.45,222.68,0.01
2024-10-07T00:00:00Z,2024-10-08T15:00:00Z,52.2499177,1.3894081,16.78,5.02,7.9,197.4,0.72,75.14,99450.59,131.42,0.02
2024-10-07T00:00:00Z,2024-10-08T16:00:00Z,52.2499177,1.3894081,16.2,4.58,7.6,193.07,0.51,76.08,99450.59,43.76,0.0
2024-10-07T00:00:00Z,2024-10-08T17:00:00Z,52.2499177,1.3894081,15.02,3.52,6.58,180.47,0.35,83.02,99475.45,1.73,0.0
2024-10-07T00:00:00Z,2024-10-08T18:00:00Z,52.2499177,1.3894081,13.91,2.9,6.94,176.65,0.5,88.98,99450.59,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T19:00:00Z,52.2499177,1.3894081,13.4,2.85,7.22,170.87,0.28,89.93,99425.72,0.0,0.29
2024-10-07T00:00:00Z,2024-10-08T20:00:00Z,52.2499177,1.3894081,13.45,3.62,8.59,166.98,1.0,92.44,99400.85,1.55,0.0
2024-10-07T00:00:00Z,2024-10-08T21:00:00Z,52.2499177,1.3894081,13.8,3.67,7.36,165.73,1.0,93.06,99375.98,0.0,0.04
2024-10-07T00:00:00Z,2024-10-08T22:00:00Z,52.2499177,1.3894081,13.59,3.36,6.75,170.43,1.0,93.38,99326.24,0.0,0.15
2024-10-07T00:00:00Z,2024-10-08T23:00:00Z,52.2499177,1.3894081,13.32,2.69,6.14,173.64,1.0,93.38,99276.51,0.0,0.16
2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,52.2499177,1.3894081,13.18,2.71,6.12,164.61,1.0,94.0,99201.9,0.49,0.2
2024-10-07T00:00:00Z,2024-10-09T01:00:00Z,52.2499177,1.3894081,13.13,2.88,6.2,169.8,1.0,94.95,99127.29,0.0,0.09
2024-10-07T00:00:00Z,2024-10-09T02:00:00Z,52.2499177,1.3894081,12.99,2.97,6.26,175.3,1.0,94.95,99052.68,0.22,0.04
2024-10-07T00:00:00Z,2024-10-09T03:00:00Z,52.2499177,1.3894081,12.99,2.69,5.78,175.15,1.0,95.26,99002.95,1.55,0.0
2024-10-07T00:00:00Z,2024-10-09T04:00:00Z,52.2499177,1.3894081,12.64,2.64,5.97,180.86,1.0,95.26,98953.2,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T05:00:00Z,52.2499177,1.3894081,12.43,2.96,6.59,182.63,1.0,95.57,98878.6,0.13,0.0
2024-10-07T00:00:00Z,2024-10-09T06:00:00Z,52.2499177,1.3894081,12.38,2.75,6.38,179.14,1.0,95.57,98828.86,11.84,0.0
2024-10-07T00:00:00Z,2024-10-09T07:00:00Z,52.2499177,1.3894081,12.7,2.78,6.11,178.54,1.0,94.63,98803.99,76.49,0.0
2024-10-07T00:00:00Z,2024-10-09T08:00:00Z,52.2499177,1.3894081,13.45,3.57,5.84,189.47,1.0,92.28,98803.99,142.2,0.17
2024-10-07T00:00:00Z,2024-10-09T09:00:00Z,52.2499177,1.3894081,14.04,3.25,4.81,196.89,1.0,89.3,98754.26,203.65,1.24
2024-10-07T00:00:00Z,2024-10-09T10:00:00Z,52.2499177,1.3894081,14.45,2.79,3.87,212.47,1.0,87.73,98754.26,223.7,0.93
2024-10-07T00:00:00Z,2024-10-09T11:00:00Z,52.2499177,1.3894081,14.69,2.68,3.58,240.0,0.83,86.47,98754.26,225.91,0.57
2024-10-07T00:00:00Z,2024-10-09T12:00:00Z,52.2499177,1.3894081,14.8,2.92,3.89,251.9,0.88,85.53,98704.52,222.59,0.25
2024-10-07T00:00:00Z,2024-10-09T13:00:00Z,52.2499177,1.3894081,15.01,3.01,3.94,261.08,0.71,83.34,98704.52,249.1,0.0
2024-10-07T00:00:00Z,2024-10-09T14:00:00Z,52.2499177,1.3894081,15.45,3.18,4.28,266.63,0.73,78.79,98704.52,190.09,0.0
2024-10-07T00:00:00Z,2024-10-09T15:00:00Z,52.2499177,1.3894081,15.3,3.15,4.35,285.96,0.62,79.34,98704.52,125.17,0.0
2024-10-07T00:00:00Z,2024-10-09T16:00:00Z,52.2499177,1.3894081,14.72,3.21,4.67,304.67,0.67,82.32,98704.52,39.77,0.0
2024-10-07T00:00:00Z,2024-10-09T17:00:00Z,52.2499177,1.3894081,13.64,2.69,4.98,320.75,0.69,87.26,98754.26,0.13,0.0
2024-10-07T00:00:00Z,2024-10-09T18:00:00Z,52.2499177,1.3894081,12.48,1.93,4.51,320.54,0.52,93.38,98779.12,0.36,0.0
2024-10-07T00:00:00Z,2024-10-09T19:00:00Z,52.2499177,1.3894081,11.89,2.03,5.11,333.63,0.49,94.95,98779.12,0.71,0.0
2024-10-07T00:00:00Z,2024-10-09T20:00:00Z,52.2499177,1.3894081,11.73,2.61,6.04,334.74,1.0,94.32,98779.12,1.2,0.0
2024-10-07T00:00:00Z,2024-10-09T21:00:00Z,52.2499177,1.3894081,11.78,3.17,6.72,340.93,1.0,95.89,98754.26,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T22:00:00Z,52.2499177,1.3894081,11.95,3.23,5.87,345.15,1.0,95.57,98754.26,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T23:00:00Z,52.2499177,1.3894081,12.0,3.62,6.57,345.27,1.0,95.57,98754.26,0.18,0.0
2024-10-07T00:00:00Z,2024-10-10T00:00:00Z,52.2499177,1.3894081,12.27,3.79,6.73,347.19,1.0,94.0,98779.12,1.11,0.0
2024-10-07T00:00:00Z,2024-10-10T01:00:00Z,52.2499177,1.3894081,12.54,4.9,8.47,347.47,1.0,92.12,98803.99,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T02:00:00Z,52.2499177,1.3894081,12.59,5.97,9.93,352.61,1.0,90.55,98803.99,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T03:00:00Z,52.2499177,1.3894081,12.54,7.33,12.32,357.45,1.0,86.0,98853.73,1.24,0.0
2024-10-07T00:00:00Z,2024-10-10T04:00:00Z,52.2499177,1.3894081,12.21,7.7,12.7,352.44,1.0,83.49,98928.34,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T05:00:00Z,52.2499177,1.3894081,11.78,8.11,13.42,351.51,1.0,82.08,99027.81,0.62,0.02
2024-10-07T00:00:00Z,2024-10-10T06:00:00Z,52.2499177,1.3894081,11.3,8.22,13.58,347.72,1.0,80.51,99177.03,34.87,0.03
2024-10-07T00:00:00Z,2024-10-10T09:00:00Z,52.2499177,1.3894081,10.65,7.86,12.68,339.84,0.96,74.06,99624.67,251.13,0.0
2024-10-07T00:00:00Z,2024-10-10T12:00:00Z,52.2499177,1.3894081,11.25,7.47,11.57,337.29,0.77,60.43,100022.58,163.57,0.03
2024-10-07T00:00:00Z,2024-10-10T15:00:00Z,52.2499177,1.3894081,9.63,6.98,10.94,324.97,0.99,70.57,100296.13,26.35,0.0
2024-10-07T00:00:00Z,2024-10-10T18:00:00Z,52.2499177,1.3894081,8.18,5.39,9.03,321.96,0.99,72.78,100594.56,0.93,0.0
2024-10-07T00:00:00Z,2024-10-10T21:00:00Z,52.2499177,1.3894081,6.14,4.61,8.38,309.47,0.4,80.98,100818.38,2.56,0.0
2024-10-07T00:00:00Z,2024-10-11T00:00:00Z,52.2499177,1.3894081,4.52,4.36,8.72,299.81,0.09,85.85,100955.16,0.55,0.0
2024-10-07T00:00:00Z,2024-10-11T03:00:00Z,52.2499177,1.3894081,3.56,4.0,8.8,290.65,0.0,83.49,101091.95,1.76,0.0
2024-10-07T00:00:00Z,2024-10-11T06:00:00Z,52.2499177,1.3894081,3.02,4.12,8.48,276.13,0.0,86.0,101210.07,116.16,0.0
2024-10-07T00:00:00Z,2024-10-11T09:00:00Z,52.2499177,1.3894081,6.35,4.72,6.72,266.25,0.07,77.65,101359.29,369.4,0.0
2024-10-07T00:00:00Z,2024-10-11T12:00:00Z,52.2499177,1.3894081,10.76,5.81,8.36,260.02,0.2,60.59,101365.51,315.27,0.0
2024-10-07T00:00:00Z,2024-10-11T15:00:00Z,52.2499177,1.3894081,11.73,5.28,8.26,256.98,0.35,58.55,101303.33,59.96,0.0
2024-10-07T00:00:00Z,2024-10-11T18:00:00Z,52.2499177,1.3894081,8.61,3.06,7.47,233.33,0.0,71.24,101315.77,2.37,0.0
2024-10-07T00:00:00Z,2024-10-11T21:00:00Z,52.2499177,1.3894081,7.0,3.58,8.73,232.2,0.0,75.81,101303.33,1.42,0.0
2024-10-07T00:00:00Z,2024-10-12T00:00:00Z,52.2499177,1.3894081,5.81,3.57,8.7,231.46,0.0,83.02,101253.59,,
2024-10-07T00:00:00Z,2024-10-07T00:00:00Z,52.6416477,1.3509559,14.63,3.93,7.33,211.62,0.89,95.26,99425.72,0.0,
2024-10-07T00:00:00Z,2024-10-07T01:00:00Z,52.6416477,1.3509559,14.47,4.71,8.43,226.23,0.97,91.65,99500.33,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T02:00:00Z,52.6416477,1.3509559,14.12,5.3,9.05,241.45,0.86,91.65,99475.45,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T03:00:00Z,52.6416477,1.3509559,13.51,4.82,8.55,252.2,0.92,90.55,99599.8,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T04:00:00Z,52.6416477,1.3509559,12.97,6.3,10.52,241.99,0.93,81.53,99649.54,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T05:00:00Z,52.6416477,1.3509559,11.89,4.95,8.79,239.48,0.96,86.95,99724.15,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T06:00:00Z,52.6416477,1.3509559,11.46,3.75,7.32,228.29,0.98,91.18,99749.02,18.58,0.0
2024-10-07T00:00:00Z,2024-10-07T07:00:00Z,52.6416477,1.3509559,11.62,3.8,7.57,222.73,0.65,91.18,99798.76,96.97,0.0
2024-10-07T00:00:00Z,2024-10-07T08:00:00Z,52.6416477,1.3509559,12.75,4.28,7.37,214.99,0.71,88.04,99873.36,210.75,0.0
2024-10-07T00:00:00Z,2024-10-07T09:00:00Z,52.6416477,1.3509559,14.1,5.68,8.94,219.24,0.53,83.18,99898.23,267.68,0.0
2024-10-07T00:00:00Z,2024-10-07T10:00:00Z,52.6416477,1.3509559,15.17,5.56,8.74,222.45,0.57,77.38,99873.36,322.26,0.0
2024-10-07T00:00:00Z,2024-10-07T11:00:00Z,52.6416477,1.3509559,16.25,5.8,8.87,222.08,1.0,69.92,99873.36,316.32,0.0
2024-10-07T00:00:00Z,2024-10-07T12:00:00Z,52.6416477,1.3509559,16.83,5.67,8.82,218.28,1.0,66.94,99873.36,342.19,0.0
2024-10-07T00:00:00Z,2024-10-07T13:00:00Z,52.6416477,1.3509559,17.55,5.44,8.58,219.17,0.68,62.63,99848.49,297.41,0.0
2024-10-07T00:00:00Z,2024-10-07T14:00:00Z,52.6416477,1.3509559,17.81,5.04,7.95,214.99,0.51,62.32,99848.49,255.92,0.0
2024-10-07T00:00:00Z,2024-10-07T15:00:00Z,52.6416477,1.3509559,17.86,4.31,7.09,204.49,0.34,62.47,99823.62,146.29,0.0
2024-10-07T00:00:00Z,2024-10-07T16:00:00Z,52.6416477,1.3509559,17.36,3.45,6.28,200.01,0.38,65.3,99798.76,50.55,0.0
2024-10-07T00:00:00Z,2024-10-07T17:00:00Z,52.6416477,1.3509559,15.8,3.13,6.62,186.16,0.15,73.24,99798.76,1.06,0.0
2024-10-07T00:00:00Z,2024-10-07T18:00:00Z,52.6416477,1.3509559,14.15,2.99,7.14,177.03,0.85,86.63,99823.62,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T19:00:00Z,52.6416477,1.3509559,13.21,2.86,6.86,177.76,0.87,91.65,99848.49,0.02,0.0
2024-10-07T00:00:00Z,2024-10-07T20:00:00Z,52.6416477,1.3509559,12.54,1.96,5.43,176.09,1.0,92.28,99823.62,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T21:00:00Z,52.6416477,1.3509559,11.89,1.54,5.19,172.34,1.0,92.12,99823.62,0.49,0.0
2024-10-07T00:00:00Z,2024-10-07T22:00:00Z,52.6416477,1.3509559,11.52,1.22,4.2,154.05,1.0,92.12,99749.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T23:00:00Z,52.6416477,1.3509559,11.62,1.24,4.56,131.53,1.0,92.44,99724.15,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T00:00:00Z,52.6416477,1.3509559,12.05,1.6,5.33,118.09,1.0,94.0,99649.54,0.44,0.03
2024-10-07T00:00:00Z,2024-10-08T01:00:00Z,52.6416477,1.3509559,12.67,1.52,5.26,129.84,1.0,93.69,99624.67,0.0,0.49
2024-10-07T00:00:00Z,2024-10-08T02:00:00Z,52.6416477,1.3509559,13.02,1.96,5.35,136.98,0.99,93.69,99574.93,0.84,0.4
2024-10-07T00:00:00Z,2024-10-08T03:00:00Z,52.6416477,1.3509559,13.37,2.68,6.37,143.93,0.99,94.63,99525.2,0.0,0.09
2024-10-07T00:00:00Z,2024-10-08T04:00:00Z,52.6416477,1.3509559,13.4,2.31,5.45,158.68,1.0,95.89,99475.45,0.75,0.0
2024-10-07T00:00:00Z,2024-10-08T05:00:00Z,52.6416477,1.3509559,13.13,2.12,5.4,160.1,1.0,96.2,99425.72,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T06:00:00Z,52.6416477,1.3509559,12.94,2.11,5.42,167.27,1.0,96.2,99425.72,15.65,0.0
2024-10-07T00:00:00Z,2024-10-08T07:00:00Z,52.6416477,1.3509559,13.1,2.46,5.94,190.89,0.97,95.89,99475.45,81.19,0.0
2024-10-07T00:00:00Z,2024-10-08T08:00:00Z,52.6416477,1.3509559,13.85,3.24,4.98,197.88,0.79,92.12,99550.06,134.22,0.0
2024-10-07T00:00:00Z,2024-10-08T09:00:00Z,52.6416477,1.3509559,14.73,3.7,5.69,212.46,0.98,86.0,99574.93,247.82,0.0
2024-10-07T00:00:00Z,2024-10-08T10:00:00Z,52.6416477,1.3509559,15.71,3.78,5.59,206.36,1.0,80.98,99550.06,246.97,0.0
2024-10-07T00:00:00Z,2024-10-08T11:00:00Z,52.6416477,1.3509559,16.41,4.01,6.11,192.3,1.0,75.02,99525.2,251.58,0.07
2024-10-07T00:00:00Z,2024-10-08T12:00:00Z,52.6416477,1.3509559,16.31,5.37,8.43,192.44,0.85,79.81,99500.33,280.41,0.06
2024-10-07T00:00:00Z,2024-10-08T13:00:00Z,52.6416477,1.3509559,16.85,4.53,6.78,191.26,0.72,79.42,99475.45,277.12,0.02
2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,52.6416477,1.3509559,17.34,4.35,6.62,193.23,0.63,74.71,99425.72,215.71,0.05
2024-10-07T00:00:00Z,2024-10-08T15:00:00Z,52.6416477,1.3509559,16.71,4.22,6.55,190.13,0.62,78.08,99425.72,120.47,0.16
2024-10-07T00:00:00Z,2024-10-08T16:00:00Z,52.6416477,1.3509559,15.99,3.27,5.56,182.41,0.65,81.22,99425.72,39.46,0.0
2024-10-07T00:00:00Z,2024-10-08T17:00:00Z,52.6416477,1.3509559,15.36,2.88,6.45,177.67,0.39,81.77,99425.72,0.89,0.0
2024-10-07T00:00:00Z,2024-10-08T18:00:00Z,52.6416477,1.3509559,14.12,3.08,7.28,177.09,0.43,86.63,99425.72,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T19:00:00Z,52.6416477,1.3509559,13.37,3.14,7.66,173.73,0.83,90.55,99400.85,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T20:00:00Z,52.6416477,1.3509559,12.97,2.88,7.49,171.38,0.93,91.34,99375.98,0.49,0.26
2024-10-07T00:00:00Z,2024-10-08T21:00:00Z,52.6416477,1.3509559,13.07,3.24,7.87,163.43,0.98,92.75,99375.98,0.31,0.0
2024-10-07T00:00:00Z,2024-10-08T22:00:00Z,52.6416477,1.3509559,13.18,3.11,7.28,158.85,1.0,94.63,99326.24,0.4,0.0
2024-10-07T00:00:00Z,2024-10-08T23:00:00Z,52.6416477,1.3509559,13.24,3.02,6.84,162.32,1.0,95.26,99276.51,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,52.6416477,1.3509559,13.18,3.08,6.68,160.81,1.0,94.95,99201.9,1.33,0.0
2024-10-07T00:00:00Z,2024-10-09T01:00:00Z,52.6416477,1.3509559,12.97,3.01,6.73,161.38,1.0,94.63,99127.29,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T02:00:00Z,52.6416477,1.3509559,12.75,2.69,6.33,164.69,1.0,95.57,99052.68,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T03:00:00Z,52.6416477,1.3509559,12.54,2.46,5.83,167.7,1.0,95.89,99002.95,0.05,0.0
2024-10-07T00:00:00Z,2024-10-09T04:00:00Z,52.6416477,1.3509559,12.59,2.33,5.29,170.64,1.0,95.57,98928.34,1.55,0.0
2024-10-07T00:00:00Z,2024-10-09T05:00:00Z,52.6416477,1.3509559,12.32,2.24,5.3,175.61,1.0,96.51,98878.6,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T06:00:00Z,52.6416477,1.3509559,12.0,2.03,5.22,177.25,1.0,96.51,98828.86,15.03,0.0
2024-10-07T00:00:00Z,2024-10-09T07:00:00Z,52.6416477,1.3509559,11.95,1.59,4.46,178.77,1.0,96.2,98828.86,62.39,0.0
2024-10-07T00:00:00Z,2024-10-09T08:00:00Z,52.6416477,1.3509559,12.64,1.48,3.46,173.26,1.0,94.95,98803.99,99.77,0.03
2024-10-07T00:00:00Z,2024-10-09T09:00:00Z,52.6416477,1.3509559,13.77,2.24,3.39,199.64,1.0,89.61,98779.12,164.86,0.35
2024-10-07T00:00:00Z,2024-10-09T10:00:00Z,52.6416477,1.3509559,14.28,1.61,1.95,217.28,1.0,87.57,98754.26,212.34,0.71
2024-10-07T00:00:00Z,2024-10-09T11:00:00Z,52.6416477,1.3509559,14.51,1.22,1.38,238.88,1.0,85.85,98754.26,230.17,0.66
2024-10-07T00:00:00Z,2024-10-09T12:00:00Z,52.6416477,1.3509559,14.7,0.77,0.86,303.15,1.0,87.1,98704.52,251.36,0.34
2024-10-07T00:00:00Z,2024-10-09T13:00:00Z,52.6416477,1.3509559,15.15,0.9,1.03,296.6,0.82,84.44,98704.52,207.38,0.17
2024-10-07T00:00:00Z,2024-10-09T14:00:00Z,52.6416477,1.3509559,15.12,1.61,1.89,302.4,0.86,83.81,98704.52,135.86,0.19
2024-10-07T00:00:00Z,2024-10-09T15:00:00Z,52.6416477,1.3509559,14.8,2.33,3.1,324.98,0.87,85.85,98704.52,72.1,0.36
2024-10-07T00:00:00Z,2024-10-09T16:00:00Z,52.6416477,1.3509559,14.18,2.44,3.79,336.62,0.83,88.51,98704.52,31.22,0.02
2024-10-07T00:00:00Z,2024-10-09T17:00:00Z,52.6416477,1.3509559,13.64,1.88,3.79,334.22,0.67,87.1,98754.26,0.18,0.0
2024-10-07T00:00:00Z,2024-10-09T18:00:00Z,52.6416477,1.3509559,12.48,1.77,4.17,318.81,0.5,91.97,98779.12,0.49,0.0
2024-10-07T00:00:00Z,2024-10-09T19:00:00Z,52.6416477,1.3509559,11.89,2.39,5.57,318.38,0.74,95.26,98779.12,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T20:00:00Z,52.6416477,1.3509559,11.84,2.4,5.54,335.01,0.77,96.51,98779.12,1.46,0.0
2024-10-07T00:00:00Z,2024-10-09T21:00:00Z,52.6416477,1.3509559,11.95,3.0,6.64,343.08,1.0,96.51,98779.12,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T22:00:00Z,52.6416477,1.3509559,12.32,3.44,6.76,345.91,1.0,95.26,98754.26,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T23:00:00Z,52.6416477,1.3509559,12.67,4.07,7.61,356.12,1.0,93.38,98779.12,0.71,0.0
2024-10-07T00:00:00Z,2024-10-10T00:00:00Z,52.6416477,1.3509559,12.89,4.93,8.9,3.15,1.0,90.71,98803.99,1.73,0.16
2024-10-07T00:00:00Z,2024-10-10T01:00:00Z,52.6416477,1.3509559,12.94,5.56,9.76,5.76,1.0,89.3,98828.86,0.0,0.15
2024-10-07T00:00:00Z,2024-10-10T02:00:00Z,52.6416477,1.3509559,12.81,6.93,11.95,5.04,1.0,86.47,98878.6,0.0,0.05
2024-10-07T00:00:00Z,2024-10-10T03:00:00Z,52.6416477,1.3509559,12.54,7.4,12.73,2.31,1.0,82.47,98928.34,2.08,0.03
2024-10-07T00:00:00Z,2024-10-10T04:00:00Z,52.6416477,1.3509559,12.11,8.07,13.82,358.61,1.0,82.63,99002.95,0.13,0.05
2024-10-07T00:00:00Z,2024-10-10T05:00:00Z,52.6416477,1.3509559,11.68,8.41,14.29,354.58,1.0,79.81,99077.55,0.0,0.07
2024-10-07T00:00:00Z,2024-10-10T06:00:00Z,52.6416477,1.3509559,11.46,8.53,14.47,353.13,1.0,78.08,99201.9,37.1,0.03
2024-10-07T00:00:00Z,2024-10-10T09:00:00Z,52.6416477,1.3509559,10.76,7.81,13.18,344.88,0.93,68.79,99649.54,208.87,0.01
2024-10-07T00:00:00Z,2024-10-10T12:00:00Z,52.6416477,1.3509559,11.41,6.92,11.07,339.94,1.0,57.3,99997.7,147.28,0.12
2024-10-07T00:00:00Z,2024-10-10T15:00:00Z,52.6416477,1.3509559,9.26,5.85,9.39,330.93,0.99,74.04,100296.13,28.69,0.0
2024-10-07T00:00:00Z,2024-10-10T18:00:00Z,52.6416477,1.3509559,7.97,5.07,8.71,320.29,0.87,72.59,100582.13,1.02,0.0
