ref_datetime,valid_datetime,latitude,longitude,Temperature,WindSpeed,WindSpeed:100,WindDirection:100,CloudCover,RelativeHumidity,PressureReducedMSL,SolarDownwardRadiation,TotalPrecipitation
2024-10-06T06:00:00Z,2024-10-20T09:00:00Z,52.1354277,-0.2640343,10.73,0.27,0.3,86.36,1.0,83.52,101025.28,80.11,0.0
2024-10-06T06:00:00Z,2024-10-20T12:00:00Z,52.1354277,-0.2640343,11.89,0.77,0.76,206.82,1.0,76.9,100961.61,117.31,0.01
2024-10-06T06:00:00Z,2024-10-20T15:00:00Z,52.1354277,-0.2640343,10.85,0.48,0.58,128.08,1.0,86.85,100889.98,19.8,0.04
2024-10-06T06:00:00Z,2024-10-20T18:00:00Z,52.1354277,-0.2640343,10.6,0.47,0.75,205.89,1.0,86.12,100935.08,0.0,0.0
2024-10-06T06:00:00Z,2024-10-20T21:00:00Z,52.1354277,-0.2640343,10.06,0.36,0.6,161.75,1.0,89.45,100969.57,0.0,0.03
2024-10-06T06:00:00Z,2024-10-21T00:00:00Z,52.1354277,-0.2640343,9.86,0.81,1.19,204.46,0.68,91.18,100956.3,0.0,0.0
2024-10-06T06:00:00Z,2024-10-21T03:00:00Z,52.1354277,-0.2640343,8.4,0.6,0.68,296.65,0.18,92.92,100964.27,0.0,0.0
2024-10-06T06:00:00Z,2024-10-21T06:00:00Z,52.1354277,-0.2640343,9.11,0.59,0.52,42.7,0.38,91.33,100988.14,0.0,0.0
2024-10-06T06:00:00Z,2024-10-21T09:00:00Z,52.1354277,-0.2640343,10.44,0.74,1.01,121.27,0.43,86.7,101077.02,89.67,0.0
2024-10-06T06:00:00Z,2024-10-21T12:00:00Z,52.1354277,-0.2640343,13.8,1.79,1.81,101.59,0.28,75.39,101030.59,327.42,0.0
2024-10-06T06:00:00Z,2024-10-21T15:00:00Z,52.1354277,-0.2640343,13.96,1.95,2.59,111.02,0.43,75.79,101031.91,173.61,0.0
2024-10-06T06:00:00Z,2024-10-21T18:00:00Z,52.1354277,-0.2640343,12.22,2.15,3.39,99.72,0.81,85.98,101073.04,0.0,0.0
2024-10-06T06:00:00Z,2024-10-21T21:00:00Z,52.1354277,-0.2640343,11.06,2.86,5.73,149.42,0.69,92.34,101119.47,0.0,0.0
2024-10-06T06:00:00Z,2024-10-22T00:00:00Z,52.1354277,-0.2640343,10.27,2.64,5.71,142.33,0.59,95.37,101073.04,0.0,0.0
2024-10-06T06:00:00Z,2024-10-22T03:00:00Z,52.1354277,-0.2640343,9.73,2.67,5.32,141.83,0.98,94.36,101012.02,0.0,0.0
2024-10-06T06:00:00Z,2024-10-22T06:00:00Z,52.1354277,-0.2640343,9.77,2.7,6.1,125.22,1.0,96.1,100951.0,0.0,0.0
2024-10-06T06:00:00Z,2024-10-06T06:00:00Z,52.4880497,-0.1267052,11.23,4.23,7.3,138.06,1.0,80.99,100324.88,0.0,0.0
2024-10-06T06:00:00Z,2024-10-06T07:00:00Z,52.4880497,-0.1267052,11.64,4.44,7.52,144.79,1.0,80.2,100303.65,32.87,0.0
2024-10-06T06:00:00Z,2024-10-06T08:00:00Z,52.4880497,-0.1267052,11.81,4.77,7.88,137.46,0.98,79.91,100239.98,43.92,0.0
2024-10-06T06:00:00Z,2024-10-06T09:00:00Z,52.4880497,-0.1267052,12.22,4.87,7.98,132.53,0.99,78.7,100186.91,47.94,0.0
2024-10-06T06:00:00Z,2024-10-06T10:00:00Z,52.4880497,-0.1267052,12.72,5.27,8.46,137.37,0.98,77.7,100123.24,104.24,0.0
2024-10-06T06:00:00Z,2024-10-06T11:00:00Z,52.4880497,-0.1267052,12.8,5.43,8.45,138.25,0.54,78.0,100048.96,51.97,0.0
2024-10-06T06:00:00Z,2024-10-06T12:00:00Z,52.4880497,-0.1267052,13.55,5.68,8.42,139.39,0.82,75.5,99974.67,170.34,0.0
2024-10-06T06:00:00Z,2024-10-06T13:00:00Z,52.4880497,-0.1267052,14.21,4.66,7.14,137.98,0.62,73.8,99868.55,122.34,0.0
2024-10-06T06:00:00Z,2024-10-06T14:00:00Z,52.4880497,-0.1267052,16.12,5.64,8.4,149.33,0.98,66.76,99751.81,187.18,0.0
2024-10-06T06:00:00Z,2024-10-06T15:00:00Z,52.4880497,-0.1267052,14.21,6.15,9.3,158.31,1.0,75.0,99730.59,40.91,0.0
2024-10-06T06:00:00Z,2024-10-06T16:00:00Z,52.4880497,-0.1267052,13.3,5.5,8.6,153.89,1.0,82.01,99688.14,19.8,0.01
2024-10-06T06:00:00Z,2024-10-06T17:00:00Z,52.4880497,-0.1267052,13.05,5.42,8.52,150.19,1.0,86.2,99645.7,5.72,0.02
2024-10-06T06:00:00Z,2024-10-06T18:00:00Z,52.4880497,-0.1267052,13.13,5.32,8.52,151.34,0.63,89.16,99582.02,0.0,0.0
2024-10-06T06:00:00Z,2024-10-06T19:00:00Z,52.4880497,-0.1267052,13.38,5.26,8.47,149.62,1.0,91.9,99475.9,0.0,0.17
2024-10-06T06:00:00Z,2024-10-06T20:00:00Z,52.4880497,-0.1267052,13.71,5.1,8.42,165.26,1.0,93.93,99433.45,0.0,2.55
2024-10-06T06:00:00Z,2024-10-06T21:00:00Z,52.4880497,-0.1267052,14.05,5.12,8.42,175.37,1.0,94.51,99433.45,0.0,0.61
2024-10-06T06:00:00Z,2024-10-06T22:00:00Z,52.4880497,-0.1267052,14.38,6.35,9.78,237.14,0.0,85.33,99454.67,0.0,0.01
2024-10-06T06:00:00Z,2024-10-06T23:00:00Z,52.4880497,-0.1267052,12.3,6.04,9.76,232.26,0.02,89.74,99518.34,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T00:00:00Z,52.4880497,-0.1267052,12.05,4.51,7.66,238.38,0.11,95.23,99433.45,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T01:00:00Z,52.4880497,-0.1267052,11.6,4.73,7.86,237.47,0.34,95.81,99497.12,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T02:00:00Z,52.4880497,-0.1267052,11.47,4.78,7.96,237.6,0.41,96.1,99518.34,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T03:00:00Z,52.4880497,-0.1267052,11.27,4.6,7.6,233.12,0.81,93.06,99582.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T04:00:00Z,52.4880497,-0.1267052,10.48,3.64,6.85,220.85,0.02,93.21,99624.47,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T05:00:00Z,52.4880497,-0.1267052,10.06,3.78,7.21,214.03,0.4,94.22,99645.7,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T06:00:00Z,52.4880497,-0.1267052,10.19,3.92,7.21,210.29,0.54,95.23,99666.92,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T07:00:00Z,52.4880497,-0.1267052,10.73,3.82,6.82,208.82,0.28,95.37,99709.37,44.93,0.0
2024-10-07T00:00:00Z,2024-10-07T08:00:00Z,52.4880497,-0.1267052,12.14,4.49,7.19,198.78,0.07,91.04,99709.37,167.07,0.0
2024-10-07T00:00:00Z,2024-10-07T09:00:00Z,52.4880497,-0.1267052,13.8,6.12,8.85,205.68,0.4,83.38,99730.59,305.3,0.0
2024-10-07T00:00:00Z,2024-10-07T10:00:00Z,52.4880497,-0.1267052,15.13,6.18,8.76,208.15,0.91,75.5,99709.37,389.75,0.0
2024-10-07T00:00:00Z,2024-10-07T11:00:00Z,52.4880497,-0.1267052,16.04,7.26,10.41,209.52,0.68,70.37,99773.04,403.82,0.0
2024-10-07T00:00:00Z,2024-10-07T12:00:00Z,52.4880497,-0.1267052,16.87,6.95,9.9,207.23,0.16,66.47,99730.59,450.07,0.01
2024-10-07T00:00:00Z,2024-10-07T13:00:00Z,52.4880497,-0.1267052,17.53,6.55,9.39,208.86,0.14,61.99,99709.37,454.09,0.01
2024-10-07T00:00:00Z,2024-10-07T14:00:00Z,52.4880497,-0.1267052,18.03,5.95,8.53,206.35,0.02,58.96,99645.7,375.67,0.0
2024-10-07T00:00:00Z,2024-10-07T15:00:00Z,52.4880497,-0.1267052,17.7,5.12,7.56,201.03,0.1,63.29,99624.47,291.23,0.01
2024-10-07T00:00:00Z,2024-10-07T16:00:00Z,52.4880497,-0.1267052,16.87,4.18,6.41,193.93,0.01,68.06,99603.24,157.15,0.0
2024-10-07T00:00:00Z,2024-10-07T17:00:00Z,52.4880497,-0.1267052,15.04,2.91,5.56,177.62,0.01,76.9,99582.02,29.85,0.0
2024-10-07T00:00:00Z,2024-10-07T18:00:00Z,52.4880497,-0.1267052,13.88,3.54,7.23,164.62,0.01,81.28,99624.47,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T19:00:00Z,52.4880497,-0.1267052,13.05,3.42,7.83,157.35,1.0,84.97,99582.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T20:00:00Z,52.4880497,-0.1267052,12.88,4.01,7.92,154.29,1.0,88.15,99582.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T21:00:00Z,52.4880497,-0.1267052,12.8,3.37,6.95,138.74,1.0,91.62,99518.34,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T22:00:00Z,52.4880497,-0.1267052,12.64,3.51,6.55,133.1,1.0,93.93,99475.9,0.0,0.88
2024-10-07T00:00:00Z,2024-10-07T23:00:00Z,52.4880497,-0.1267052,12.88,3.34,5.73,130.04,1.0,96.67,99412.23,0.0,0.75
2024-10-07T00:00:00Z,2024-10-08T00:00:00Z,52.4880497,-0.1267052,12.97,3.18,5.69,146.84,0.86,96.96,99391.0,0.0,0.37
2024-10-07T00:00:00Z,2024-10-08T01:00:00Z,52.4880497,-0.1267052,13.22,4.14,6.83,163.69,0.57,95.81,99412.23,0.0,0.26
2024-10-07T00:00:00Z,2024-10-08T02:00:00Z,52.4880497,-0.1267052,12.97,3.98,6.97,179.94,0.04,93.64,99306.1,0.0,0.03
2024-10-07T00:00:00Z,2024-10-08T03:00:00Z,52.4880497,-0.1267052,12.22,3.95,6.97,180.63,0.19,95.08,99306.1,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T04:00:00Z,52.4880497,-0.1267052,12.14,3.42,6.3,195.83,0.49,94.36,99284.88,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T05:00:00Z,52.4880497,-0.1267052,12.55,3.82,6.38,192.62,0.78,89.16,99284.88,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T06:00:00Z,52.4880497,-0.1267052,13.47,4.65,6.85,199.09,0.35,80.09,99284.88,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T07:00:00Z,52.4880497,-0.1267052,13.13,4.98,7.82,182.64,0.62,81.39,99391.0,19.8,0.0
2024-10-07T00:00:00Z,2024-10-08T08:00:00Z,52.4880497,-0.1267052,14.05,5.81,8.64,179.29,1.0,79.91,99369.77,84.14,0.03
2024-10-07T00:00:00Z,2024-10-08T09:00:00Z,52.4880497,-0.1267052,14.13,5.9,9.13,172.55,0.92,82.73,99348.55,78.1,0.04
2024-10-07T00:00:00Z,2024-10-08T10:00:00Z,52.4880497,-0.1267052,14.3,5.83,8.89,172.03,0.32,84.68,99348.55,105.75,0.2
2024-10-07T00:00:00Z,2024-10-08T11:00:00Z,52.4880497,-0.1267052,15.71,6.5,9.28,186.24,0.98,75.79,99306.1,466.15,0.04
2024-10-07T00:00:00Z,2024-10-08T12:00:00Z,52.4880497,-0.1267052,16.04,6.69,9.24,188.52,0.8,71.31,99284.88,339.48,0.13
2024-10-07T00:00:00Z,2024-10-08T13:00:00Z,52.4880497,-0.1267052,16.29,6.1,8.81,193.89,0.42,69.87,99263.66,313.35,0.03
2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,52.4880497,-0.1267052,17.03,6.51,9.48,195.38,0.79,64.74,99242.43,373.66,0.26
2024-10-07T00:00:00Z,2024-10-08T15:00:00Z,52.4880497,-0.1267052,15.71,5.96,9.2,190.13,0.73,76.2,99221.2,156.64,0.44
2024-10-07T00:00:00Z,2024-10-08T16:00:00Z,52.4880497,-0.1267052,15.13,6.06,9.41,183.94,0.96,78.7,99199.98,85.14,0.38
2024-10-07T00:00:00Z,2024-10-08T17:00:00Z,52.4880497,-0.1267052,14.38,5.56,8.99,182.93,1.0,81.72,99157.53,17.79,0.46
2024-10-07T00:00:00Z,2024-10-08T18:00:00Z,52.4880497,-0.1267052,14.05,5.46,8.99,177.0,0.97,83.6,99136.3,0.0,1.12
2024-10-07T00:00:00Z,2024-10-08T19:00:00Z,52.4880497,-0.1267052,13.63,5.98,9.67,168.55,1.0,85.62,99093.86,0.0,0.68
2024-10-07T00:00:00Z,2024-10-08T20:00:00Z,52.4880497,-0.1267052,13.55,4.69,7.98,178.94,1.0,87.28,99072.63,0.0,0.83
2024-10-07T00:00:00Z,2024-10-08T21:00:00Z,52.4880497,-0.1267052,13.71,4.83,8.21,172.59,1.0,85.4,99030.19,0.0,0.49
2024-10-07T00:00:00Z,2024-10-08T22:00:00Z,52.4880497,-0.1267052,13.47,5.55,9.08,171.32,0.91,85.4,98966.52,0.0,0.59
2024-10-07T00:00:00Z,2024-10-08T23:00:00Z,52.4880497,-0.1267052,13.3,4.98,8.12,172.86,1.0,87.42,98924.06,0.0,0.4
2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,52.4880497,-0.1267052,13.22,4.96,8.14,171.64,1.0,90.17,98860.39,0.0,0.39
2024-10-07T00:00:00Z,2024-10-09T01:00:00Z,52.4880497,-0.1267052,13.38,4.98,8.27,173.99,1.0,87.86,98796.72,0.0,0.14
2024-10-07T00:00:00Z,2024-10-09T02:00:00Z,52.4880497,-0.1267052,13.22,4.64,7.61,168.96,1.0,88.44,98733.05,0.0,0.24
2024-10-07T00:00:00Z,2024-10-09T03:00:00Z,52.4880497,-0.1267052,13.22,4.55,7.64,178.31,1.0,87.57,98669.37,0.0,0.61
2024-10-07T00:00:00Z,2024-10-09T04:00:00Z,52.4880497,-0.1267052,12.97,4.45,7.23,192.72,1.0,89.16,98648.15,0.0,0.31
2024-10-07T00:00:00Z,2024-10-09T05:00:00Z,52.4880497,-0.1267052,12.55,4.57,7.31,206.27,1.0,91.76,98626.92,0.0,0.13
2024-10-07T00:00:00Z,2024-10-09T06:00:00Z,52.4880497,-0.1267052,12.47,4.66,7.4,217.26,0.94,93.06,98605.7,0.0,0.19
2024-10-06T06:00:00Z,2024-10-09T07:00:00Z,52.4880497,-0.1267052,12.22,1.26,2.18,251.11,0.77,93.35,98711.82,5.72,0.0
2024-10-06T06:00:00Z,2024-10-09T08:00:00Z,52.4880497,-0.1267052,12.55,1.54,2.37,289.31,0.77,91.62,98733.05,44.93,0.0
2024-10-06T06:00:00Z,2024-10-09T09:00:00Z,52.4880497,-0.1267052,12.88,1.84,2.44,300.94,0.47,88.0,98733.05,85.14,0.01
2024-10-06T06:00:00Z,2024-10-09T10:00:00Z,52.4880497,-0.1267052,13.63,1.85,2.31,290.4,0.45,83.88,98775.49,143.83,0.0
2024-10-06T06:00:00Z,2024-10-09T11:00:00Z,52.4880497,-0.1267052,14.21,2.03,2.54,278.56,0.44,80.99,98796.72,166.7,0.0
2024-10-06T06:00:00Z,2024-10-09T12:00:00Z,52.4880497,-0.1267052,14.63,2.28,2.94,310.29,0.3,78.7,98796.72,171.85,0.0
2024-10-06T06:00:00Z,2024-10-09T13:00:00Z,52.4880497,-0.1267052,15.62,2.1,2.13,301.37,0.65,73.91,98796.72,450.07,0.02
2024-10-06T06:00:00Z,2024-10-09T14:00:00Z,52.4880497,-0.1267052,15.54,2.32,2.56,322.96,0.63,73.19,98796.72,266.1,0.02
2024-10-06T06:00:00Z,2024-10-09T15:00:00Z,52.4880497,-0.1267052,14.79,3.06,3.87,338.87,0.41,78.4,98775.49,88.66,0.01
2024-10-06T06:00:00Z,2024-10-09T16:00:00Z,52.4880497,-0.1267052,14.38,2.76,3.91,347.14,0.73,81.9,98775.49,47.94,0.01
2024-10-06T06:00:00Z,2024-10-09T17:00:00Z,52.4880497,-0.1267052,13.71,2.58,4.28,351.15,0.82,85.33,98775.49,9.74,0.02
2024-10-06T06:00:00Z,2024-10-09T18:00:00Z,52.4880497,-0.1267052,12.88,2.94,5.2,356.51,1.0,88.58,98817.94,0.0,0.0
2024-10-06T06:00:00Z,2024-10-09T19:00:00Z,52.4880497,-0.1267052,12.3,3.15,5.93,21.42,1.0,91.04,98839.16,0.0,0.01
2024-10-06T06:00:00Z,2024-10-09T20:00:00Z,52.4880497,-0.1267052,12.39,4.16,7.15,24.26,1.0,90.75,98860.39,0.0,0.02
2024-10-06T06:00:00Z,2024-10-09T21:00:00Z,52.4880497,-0.1267052,12.3,5.21,8.49,19.17,1.0,91.76,98881.62,0.0,0.08
2024-10-06T06:00:00Z,2024-10-09T22:00:00Z,52.4880497,-0.1267052,12.47,6.34,10.12,19.72,1.0,89.3,98902.84,0.0,0.06
2024-10-06T06:00:00Z,2024-10-09T23:00:00Z,52.4880497,-0.1267052,12.39,7.51,11.74,30.6,1.0,90.32,98966.52,0.0,0.08
2024-10-06T06:00:00Z,2024-10-10T00:00:00Z,52.4880497,-0.1267052,11.89,8.12,12.62,24.98,1.0,89.45,99008.96,0.0,0.06
2024-10-06T06:00:00Z,2024-10-10T01:00:00Z,52.4880497,-0.1267052,11.27,8.91,13.76,17.71,1.0,88.29,99051.41,0.0,0.39
2024-10-06T06:00:00Z,2024-10-10T02:00:00Z,52.4880497,-0.1267052,10.64,8.9,13.78,12.74,1.0,86.27,99136.3,0.0,0.47
2024-10-06T06:00:00Z,2024-10-10T03:00:00Z,52.4880497,-0.1267052,10.48,8.73,13.41,8.33,1.0,82.58,99199.98,0.0,0.09
2024-10-06T06:00:00Z,2024-10-10T04:00:00Z,52.4880497,-0.1267052,10.19,8.62,13.0,5.34,1.0,80.31,99306.1,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T05:00:00Z,52.4880497,-0.1267052,9.9,8.02,12.45,2.8,1.0,79.91,99412.23,0.0,0.01
2024-10-06T06:00:00Z,2024-10-10T06:00:00Z,52.4880497,-0.1267052,9.65,7.86,12.11,1.05,1.0,79.01,99539.57,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T07:00:00Z,52.4880497,-0.1267052,9.52,7.46,11.61,359.2,1.0,78.7,99645.7,23.82,0.0
2024-10-06T06:00:00Z,2024-10-10T08:00:00Z,52.4880497,-0.1267052,9.73,7.53,11.61,0.46,0.69,76.8,99773.04,72.07,0.0
2024-10-06T06:00:00Z,2024-10-10T09:00:00Z,52.4880497,-0.1267052,9.9,7.28,11.11,359.71,0.64,74.2,99911.0,106.76,0.0
2024-10-06T06:00:00Z,2024-10-10T10:00:00Z,52.4880497,-0.1267052,9.98,7.02,10.44,1.32,0.27,72.18,100038.34,137.54,0.0
2024-10-06T06:00:00Z,2024-10-10T11:00:00Z,52.4880497,-0.1267052,10.27,6.86,9.95,2.38,0.08,68.06,100155.08,189.69,0.01
2024-10-06T06:00:00Z,2024-10-10T12:00:00Z,52.4880497,-0.1267052,10.4,6.23,8.97,355.47,0.06,61.85,100250.59,179.39,0.0
2024-10-06T06:00:00Z,2024-10-10T13:00:00Z,52.4880497,-0.1267052,10.64,5.96,8.54,356.49,0.21,57.08,100314.27,210.8,0.0
2024-10-06T06:00:00Z,2024-10-10T14:00:00Z,52.4880497,-0.1267052,11.02,5.61,7.78,358.72,0.6,54.19,100356.71,196.73,0.0
2024-10-06T06:00:00Z,2024-10-10T15:00:00Z,52.4880497,-0.1267052,10.85,4.73,6.94,2.09,0.56,57.37,100388.55,128.87,0.01
2024-10-06T06:00:00Z,2024-10-10T16:00:00Z,52.4880497,-0.1267052,10.15,4.84,7.32,6.69,0.93,63.15,100473.45,71.07,0.02
2024-10-06T06:00:00Z,2024-10-10T17:00:00Z,52.4880497,-0.1267052,9.73,4.3,6.95,9.19,0.73,66.33,100558.34,7.73,0.01
2024-10-06T06:00:00Z,2024-10-10T18:00:00Z,52.4880497,-0.1267052,9.27,3.92,6.61,9.22,0.9,67.63,100659.16,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T19:00:00Z,52.4880497,-0.1267052,8.94,3.83,6.52,0.28,0.98,69.43,100728.14,0.0,0.01
2024-10-06T06:00:00Z,2024-10-10T20:00:00Z,52.4880497,-0.1267052,8.78,3.97,6.78,350.7,1.0,69.29,100807.73,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T21:00:00Z,52.4880497,-0.1267052,8.18,4.85,8.06,350.04,0.93,69.58,100860.8,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T22:00:00Z,52.4880497,-0.1267052,7.57,5.14,8.29,356.26,0.99,71.67,100905.9,0.0,0.0
2024-10-06T06:00:00Z,2024-10-10T23:00:00Z,52.4880497,-0.1267052,7.38,4.95,8.11,0.8,1.0,75.79,100929.77,0.0,0.0
2024-10-06T06:00:00Z,2024-10-11T00:00:00Z,52.4880497,-0.1267052,7.17,4.94,8.13,4.66,0.99,79.1,100974.88,0.0,0.01
2024-10-06T06:00:00Z,2024-10-11T01:00:00Z,52.4880497,-0.1267052,7.53,3.86,6.45,3.68,0.99,76.9,101022.63,0.0,0.03
2024-10-06T06:00:00Z,2024-10-11T02:00:00Z,52.4880497,-0.1267052,7.57,3.0,5.14,347.57,1.0,74.38,101061.1,0.0,0.08
2024-10-06T06:00:00Z,2024-10-11T03:00:00Z,52.4880497,-0.1267052,7.26,3.19,5.21,336.34,0.99,75.3,101096.91,0.0,0.01
2024-10-06T06:00:00Z,2024-10-11T04:00:00Z,52.4880497,-0.1267052,6.77,3.64,5.83,338.97,0.99,75.79,101146.0,0.0,0.0
2024-10-06T06:00:00Z,2024-10-11T05:00:00Z,52.4880497,-0.1267052,6.38,3.35,5.55,341.96,0.88,76.8,101200.55,0.0,0.0
2024-10-06T06:00:00Z,2024-10-11T06:00:00Z,52.4880497,-0.1267052,5.78,3.57,6.1,341.19,0.93,78.59,101258.75,0.0,0.0
2024-10-06T06:00:00Z,2024-10-11T09:00:00Z,52.4880497,-0.1267052,7.65,4.24,5.79,349.59,0.11,67.34,101463.04,276.15,0.0
2024-10-06T06:00:00Z,2024-10-11T12:00:00Z,52.4880497,-0.1267052,10.44,3.15,3.94,333.36,0.01,46.96,101566.51,498.32,0.0
2024-10-06T06:00:00Z,2024-10-11T15:00:00Z,52.4880497,-0.1267052,10.98,2.36,3.13,284.3,0.07,46.96,101587.73,279.16,0.0
2024-10-06T06:00:00Z,2024-10-11T18:00:00Z,52.4880497,-0.1267052,8.67,2.62,4.95,284.93,0.05,64.74,101709.77,0.0,0.01
2024-10-06T06:00:00Z,2024-10-11T21:00:00Z,52.4880497,-0.1267052,6.48,3.08,5.7,264.47,0.7,71.82,101810.59,0.0,0.0
2024-10-06T06:00:00Z,2024-10-12T00:00:00Z,52.4880497,-0.1267052,5.96,3.21,6.64,255.4,1.0,79.4,101799.98,0.0,0.0
2024-10-06T06:00:00Z,2024-10-12T03:00:00Z,52.4880497,-0.1267052,5.5,4.89,8.69,239.95,0.44,81.1,101752.22,0.0,0.0
2024-10-06T06:00:00Z,2024-10-12T06:00:00Z,52.4880497,-0.1267052,5.38,5.09,8.73,239.48,0.05,81.72,101709.77,0.0,0.0
2024-10-06T06:00:00Z,2024-10-12T09:00:00Z,52.4880497,-0.1267052,8.98,6.62,10.06,236.76,0.04,75.0,101720.38,289.22,0.0
2024-10-06T06:00:00Z,2024-10-12T12:00:00Z,52.4880497,-0.1267052,12.55,8.53,12.5,253.85,0.69,63.44,101651.41,442.02,0.0
2024-10-06T06:00:00Z,2024-10-12T15:00:00Z,52.4880497,-0.1267052,8.44,4.67,7.37,320.56,1.0,82.37,101778.75,13.76,0.56
2024-10-06T06:00:00Z,2024-10-12T18:00:00Z,52.4880497,-0.1267052,7.8,3.0,5.85,299.71,0.99,81.21,101959.16,0.0,0.0
2024-10-06T06:00:00Z,2024-10-12T21:00:00Z,52.4880497,-0.1267052,6.09,2.97,6.12,305.6,0.05,84.82,102128.95,0.0,0.0
2024-10-06T06:00:00Z,2024-10-13T00:00:00Z,52.4880497,-0.1267052,5.18,2.59,4.45,308.51,0.34,84.32,102235.08,0.0,0.0
2024-10-06T06:00:00Z,2024-10-13T03:00:00Z,52.4880497,-0.1267052,4.92,2.89,4.88,278.38,0.9,84.82,102362.42,0.0,0.0
2024-10-06T06:00:00Z,2024-10-13T06:00:00Z,52.4880497,-0.1267052,4.27,2.64,4.84,281.98,0.05,87.14,102457.93,0.0,0.0
2024-10-06T06:00:00Z,2024-10-13T09:00:00Z,52.4880497,-0.1267052,8.09,2.89,4.0,265.13,0.05,69.72,102638.34,289.22,0.0
2024-10-06T06:00:00Z,2024-10-13T12:00:00Z,52.4880497,-0.1267052,11.06,2.99,3.74,246.91,0.84,57.94,102617.12,417.9,0.0
2024-10-06T06:00:00Z,2024-10-13T15:00:00Z,52.4880497,-0.1267052,11.64,2.78,3.61,258.0,0.9,54.76,102595.89,230.91,0.0
2024-10-06T06:00:00Z,2024-10-13T18:00:00Z,52.4880497,-0.1267052,8.47,2.21,3.2,224.98,0.98,70.88,102617.12,0.0,0.0
2024-10-06T06:00:00Z,2024-10-13T21:00:00Z,52.4880497,-0.1267052,7.36,2.63,3.92,208.86,0.59,76.5,102659.56,0.0,0.0
2024-10-06T06:00:00Z,2024-10-14T00:00:00Z,52.4880497,-0.1267052,6.75,2.67,4.49,196.42,0.39,80.6,102617.12,0.0,0.0
2024-10-06T06:00:00Z,2024-10-14T03:00:00Z,52.4880497,-0.1267052,5.82,2.71,4.81,180.18,1.0,81.1,102447.32,0.0,0.0
2024-10-06T06:00:00Z,2024-10-14T06:00:00Z,52.4880497,-0.1267052,5.52,2.9,5.87,171.4,1.0,78.5,102330.59,0.0,0.0
2024-10-06T06:00:00Z,2024-10-14T09:00:00Z,52.4880497,-0.1267052,8.61,3.53,5.35,164.04,0.86,77.3,102309.36,212.31,0.0
2024-10-06T06:00:00Z,2024-10-14T12:00:00Z,52.4880497,-0.1267052,13.13,4.8,6.51,154.86,0.05,64.16,102044.05,470.17,0.0
2024-10-06T06:00:00Z,2024-10-14T15:00:00Z,52.4880497,-0.1267052,13.63,4.41,6.57,146.4,0.59,61.99,101794.67,204.27,0.0
2024-10-06T06:00:00Z,2024-10-14T18:00:00Z,52.4880497,-0.1267052,9.69,5.06,8.65,137.64,0.97,77.1,101715.08,0.0,0.0
2024-10-06T06:00:00Z,2024-10-14T21:00:00Z,52.4880497,-0.1267052,8.98,3.12,7.29,155.59,1.0,80.89,101577.12,0.0,0.0
2024-10-06T06:00:00Z,2024-10-15T00:00:00Z,52.4880497,-0.1267052,9.52,2.57,5.73,172.56,1.0,79.8,101391.41,0.0,0.01
2024-10-06T06:00:00Z,2024-10-15T03:00:00Z,52.4880497,-0.1267052,9.77,2.31,4.99,193.84,0.96,85.62,101256.76,0.0,0.0
2024-10-06T06:00:00Z,2024-10-15T06:00:00Z,52.4880497,-0.1267052,8.4,2.52,4.89,245.09,0.1,91.76,101254.11,0.0,0.0
2024-10-06T06:00:00Z,2024-10-15T09:00:00Z,52.4880497,-0.1267052,11.23,2.64,3.49,227.25,0.0,81.39,101311.81,264.09,0.0
2024-10-06T06:00:00Z,2024-10-15T12:00:00Z,52.4880497,-0.1267052,15.04,2.95,3.74,241.46,0.11,69.43,101325.08,450.07,0.0
2024-10-06T06:00:00Z,2024-10-15T15:00:00Z,52.4880497,-0.1267052,16.2,3.21,4.31,233.95,0.16,67.05,101260.08,239.96,0.0
2024-10-06T06:00:00Z,2024-10-15T18:00:00Z,52.4880497,-0.1267052,14.96,3.15,3.96,226.88,0.85,67.34,101352.94,0.0,0.0
